@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_en numeric

@data
10.75,1,Drama,6.2
2.6,1,Fantasy,6.5
14.6,1,Adventure,6.3
8.6,1,Horror,5.7
7,5,Horror,5.6
12.2,3,Comedy,4.4
6,1,Drama,5.4
1,10,Documentary,8.5
24,1,Drama,6.9
7.75,8,Horror,4.9
3,5,Drama,7.2
8.25,20,Drama,5.6
2,3,Documentary,7.3
13.8,20,Drama,7.8
8.2,1,Action,5.2
14.6,1,Animation,8.2
11.2,1,Drama,7.2
11,10.5,Comedy,4.4
1.8,1,Adventure,4.8
3,10,Drama,7.3
2.8,5,Horror,6.6
20,1,Drama,7.9
4,3,Fantasy,6.7
1.75,1,Horror,5.2
10,20,Comedy,5
16.4,1,Adventure,5.9
14.6,10,Fantasy,7.1
40,20,Adventure,8.1
12.2,1,Comedy,4.8
8.8,10,Drama,7.3
1.25,1,Drama,7.1
11.8,1,Action,4.8
4.8,1,Comedy,4.9
12.4,1,Drama,5.5
8.6,1,Comedy,4.8
1.4,8,Drama,6.5
1,20,Drama,8.2
2.8,1,Animation,6.9
14.4,3,Drama,7.3
1,1,Comedy,6
7.6667,3,Adventure,6.2
11.8,1,Adventure,6.6
4.6,1,Thriller,7
3.6,1,Horror,6.6
8.8,20,Comedy,6.5
1,1,Adventure,6.7
6.4,1,Drama,7.9
14.4,1,Fantasy,6.1
19.2,3,Drama,7
5.8,1,Action,7.4
7,1,Fantasy,6.8
15.25,1,Adventure,5.1
2.8,1,Comedy,4.8
3,3,Drama,6.3
2.2,1,Action,2.2
8.8,3,Adventure,5.9
4.6,3,Drama,5.9
3.25,1,Horror,6.3
5.6667,1,Animation,7.3
5.75,3,Horror,3.1
1,1,Horror,5.8
10.4,5,Comedy,5.4
5,20,Adventure,5.3
8.8,1,Drama,6.6
8.6,1,Documentary,7.5
10.6,30,Documentary,6.9
1,1,Romance,6.1
4.6,8,Adventure,4.5
1,1,Drama,4.3
2.8,1,?,4
6,1,Horror,5.2
9.4,1,Adventure,5.9
2.8,1,Horror,6.2
3.6,3,Action,4.8
14.2,20,Comedy,4.8
8.8,1,Drama,5.9
16.2,3,Drama,7
18,1,Comedy,5.6
13.2,1,Drama,6
8.8,1,Comedy,5.3
7,1,Drama,8.1
16.2,1,Comedy,6.5
16.2,3,Drama,7.3
1,1,Fantasy,6.2
2.8,1,Action,7
7.4,8,Drama,6.3
4.4,1,Drama,7.1
20,1,Drama,6.1
1,1,Adventure,7.2
7.6,1,Comedy,6.4
3.75,5,Drama,8.2
2.4,1,Drama,8.2
6,20,Drama,6.8
4.8,3,Horror,5.7
8.6,1,Drama,5.8
1.2,8,Drama,7.2
1,3,Drama,7.6
16,5,Drama,6.3
2.6,1,Drama,7.4
1.5,1,Drama,6.6
14.2,1,Drama,7.1
7.6,3,Horror,5.9
23,1,Drama,6.5
15.2,20,Drama,7.2
20,1,Drama,7.2
18.2,1,Drama,5.6
2.75,3,Drama,7.3
22.2,1,Drama,5
12.2,3,Comedy,5.3
11.25,1,Comedy,6.6
2,1,Horror,4.2
7,1,Adventure,5.2
6.8,8,Drama,6.6
14.2,1,Drama,6
7,20,Drama,7.3
2,3,Fantasy,4.4
3.4,3,Adventure,6.1
7,1,Drama,5.6
4.8,5,Action,5.3
14.2,1,Drama,7.2
1,1,Adventure,6.5
3.2,5,Adventure,7.4
3,1,Comedy,4.3
14.6,1,Drama,6.2
12.4,3,Drama,7.2
8.4,1,Drama,6.9
1.4,3,Comedy,5.6
16.2,10,Drama,6.7
9.2,1,Drama,6.5
1,20,Horror,6
8.6,5,Horror,5.8
14.2,20,Drama,6.2
2,1,Drama,8.1
1,1,Drama,7.8
15.25,1,Comedy,5.6
8.6,1,Drama,7
12.2,1,Drama,6.8
4.5,3,Adventure,3.2
12.6,1,Drama,6.8
7.4,5,Action,5.8
2.8,5,Drama,5.8
3.2,1,Comedy,5.5
11.25,3,Drama,7
14.4,1,Action,6.5
22,20,Drama,6.7
6,1,Comedy,5.1
8.6,1,Drama,4.9
12.8,8,Adventure,7.2
7,1,Action,5.6
5.5,3,Fantasy,3.7
4.8,3,Drama,6.6
6.8,1,Drama,7.2
9,5,Drama,4.9
5.4,20,Comedy,6.1
14.4,20,Drama,7.4
1,1,Documentary,8
24,30,Drama,6.6
18,1,Drama,4.9
15.4,1,Drama,6.1
10,1,Comedy,7.5
5.2,3,Adventure,7.2
8.6,5,Horror,5.1
3.2,1,Comedy,4.5
6.6,1,Drama,4.5
4.25,3,Drama,7.3
19,1,Drama,7.6
10.8,1,Action,5.6
12.4,1,Drama,6.6
3.25,30,Comedy,4.7
6.8,1,Drama,6.5
6.4,1,Drama,6.6
8.8,1,Drama,7.2
1,1,Drama,5.3
8.8,1,Drama,6.1
7.2,3,Adventure,5.3
8.6,1,Drama,4.4
14,1,Comedy,6
3.6,5,Drama,7.2
28,8,Adventure,6.1
12.4,1,Comedy,5.7
3,1,Drama,7.6
4.8,1,Drama,5.2
1,1,Drama,7.9
5.2,8,Horror,5.5
3.5,1,Drama,6.7
5,1,Adventure,5.5
26,30,Adventure,8.8
2.75,1,Horror,4
5,1,Horror,4.9
2,1,Horror,6.1
4.6,1,Western,6.9
1,1,Documentary,7.1
3.4,1,Comedy,5.6
18.2,1,Drama,5.3
5.75,3,Action,4.7
1.8,8,Drama,7.6
1.6,1,Drama,6.9
22,1,Adventure,5.7
1,1,Drama,7.4
1,3,Drama,7.3
2.4,3,Drama,7.4
16.4,1,Drama,6.5
10.6,1,Action,5.5
16.4,1,Action,6.4
28.2,40,Adventure,6.5
9,1,Drama,6.3
34,20,Action,6.7
20.2,3,Action,6.6
14.4,1,Drama,6.1
20,20,Drama,7
24.6,1,Drama,6.6
12.4,1,Action,6.2
9,1,Drama,5.6
6.8,2,Drama,6.8
7.6,1,Horror,5
1,1,'Science Fiction',5
6.6,1,Adventure,5.5
3.4,3,Action,7.2
7.3333,1,Drama,7.4
1.8,1,Drama,7.9
1,1,Adventure,8.2
4.8,3,Drama,7.5
12.75,1,Drama,6
3,1,Fantasy,6.4
12.2,1,Drama,7.4
2.6,1,Drama,6.8
22,1,Drama,7.2
6,3,Drama,7
6.4,1,Fantasy,5.7
8.6,1,Comedy,6.7
26,30,Comedy,6.5
1,1,Horror,5
14.2,1,Drama,8.1
19.6,1,Drama,6.3
25,1,Drama,6.3
5.2,5,Drama,7.4
1.8,1,Horror,5.9
3.8,1,Drama,6.5
22,3,Drama,6.4
3,1,Comedy,5.3
12.8,1,Horror,6.2
14,20,Drama,6.4
5.4,1,Drama,7
7.6,1,Drama,6.6
1,1,Horror,6.2
1.4,5,Fantasy,7.1
12.6,1,Adventure,5.2
1,5,Drama,8
1,3,Action,7.2
4.8,1,Drama,5.7
14.2,1,Drama,6.9
1.2,1,Animation,7.6
9,3,Drama,6.5
13.8,1,Drama,6.4
3,1,Documentary,7.4
6,5,Fantasy,6.7
1.25,1,Horror,3.3
8.4,1,Horror,3.5
18.2,1,Action,5.7
10.4,3,Drama,5.3
10.8,1,Horror,6.2
16.2,1,Drama,6.1
9.4,20,Drama,7.1
10.4,1,Drama,6.7
8.5,1,Drama,7.3
1,1,Fantasy,6.4
6.6,1,Drama,6.4
8.4,3,Drama,7.3
1,1,Animation,7.2
12.2,1,Drama,5.8
5.75,5,Drama,6.6
3.25,20,Drama,7.2
2.8,1,?,6
3.25,10,Horror,5.8
2.2,8,Horror,4.9
17.6,1,Horror,6.5
1,1,Drama,7.7
5.4,3,Action,6.8
4.75,3,Action,5.1
10.4,1,Action,6.6
6.4,1,Comedy,7
8.4,1,Adventure,6.8
13.6,1,Drama,4.3
6.3333,1,Drama,7
5.6,8,Drama,6.2
1.2,1,Drama,5.8
4,3,Horror,3.9
6.6,3,Fantasy,6.5
7,20,Drama,6.8
8.8,1,Drama,7
4.6,3,Drama,6.9
10.5,1,Drama,6.5
7.4,1,Action,5.7
3.2,1,Drama,7.4
8.4,1,Drama,6.8
8.4,1,Drama,6.2
3.2,1,Drama,7.8
20,1,Drama,6.4
5.8,1,Drama,5.3
6.6,1,Thriller,6.1
24.4,1,Drama,6.9
5.8,1,Horror,5.9
1,3,Drama,3.3
1.8,20,Horror,7.5
16.6,1,Drama,5.8
10.2,3,Comedy,4.9
1.25,1,Animation,6.7
9.4,1,Drama,6.9
1,1,Adventure,6.8
6.6,1,Horror,5.6
3,1,Animation,6.8
9.4,1,Drama,6.7
1.4,1,Adventure,5.9
1.2,1,Action,4.2
12.4,1,Drama,6.3
8.25,1,Drama,7.2
5.8,1,Drama,7.7
13.4,1,Action,6.1
20.2,5,Drama,6.7
16,1,Drama,7
14.2,1,Fantasy,7.9
18.4,3,Drama,6.5
1,1,Drama,7.6
1.3333,1,?,4.9
4,1,Comedy,4.8
10.5,1,Drama,6
5.6,8,Drama,7.2
7,1,Comedy,2
1.4,1,Action,5.8
3.2,1,Drama,7.3
7,1,Drama,6.5
1,1,Documentary,8.1
1,1,Comedy,2.1
12.6,3,Fantasy,2.3
4.6,30,Drama,5.7
3,1,Comedy,6.3
5,1,Action,2.4
1,1,Drama,6.6
2,1,Drama,7
1,1,Adventure,8
4,20,Drama,7.6
1.2,1,Drama,7.8
6.8,3,Action,5.3
7.6667,1,Drama,5.7
15,1,Drama,6.4
10.2,1,Comedy,6
1,1,Fantasy,7.3
24,1,Action,5.7
13,10,Drama,6.9
12.2,20,Drama,6.1
12.4,3,Drama,7.4
15,1,Thriller,6.1
12.8,3,Comedy,5.6
10.6,1,Drama,7
2.8,1,Action,6.5
10.25,1,Drama,4.5
10.4,3,Adventure,6.1
11.6,1,Comedy,6.3
8.8,3,Thriller,5.7
12.6,1,Drama,5.8
26,3,Action,6.3
1.2,20,'Science Fiction',5.5
6.6,3,Horror,5.4
10.4,20,Drama,6
7.6,1,Horror,3.8
9,1,Adventure,6.2
9,1,Drama,6.3
16.4,3,Drama,6.4
1.8,3,Drama,8.2
20.5,20,Drama,6.7
7,1,Drama,6.1
5.2,8,Drama,5.3
6.6,1,Action,5.4
3.25,3,Action,6
5,1,Adventure,5.5
11.8,20,Action,5.7
7.4,1,Horror,6.1
1.8,1,Drama,6.9
16.4,1,Drama,5.9
1.5,1,Comedy,6.5
9.2,1,Drama,6.7
1.25,1,Fantasy,4.6
16.2,1,Drama,6.5
5,1,Western,6.9
7.8,3,Drama,6.2
11.4,1,Comedy,2.8
4.6,10,Comedy,7.1
14,1,Drama,5.6
1.25,1,Drama,7.1
3.3333,1,Documentary,5.7
15.5,1,History,7.9
1,1,Documentary,7.1
6.25,1,Drama,7.4
10.4,3,Fantasy,4.7
21,8,Adventure,5.9
14.2,30,Drama,6.1
1.25,1,Drama,6.3
22,20,Comedy,6.4
26,20,Comedy,5.7
1.6,1,Adventure,6.8
9,1,Adventure,6.1
4.2,1,Fantasy,4.3
1,1,Animation,7.1
1,1,Drama,6.6
1,3,Comedy,3.5
4.5,1,Adventure,5.7
12.6,1,Comedy,6.2
1,8,Drama,6.5
7,1,Drama,5.2
2.8,1,Drama,7.7
3.3333,10,Horror,5.5
1,1,Comedy,3.5
1,1,Documentary,7.7
1,1,Comedy,6.3
5.2,5,Drama,6.7
8.8,10,Comedy,4.9
6.6,3,Comedy,6.2
2.8,1,Drama,8
10,3,Comedy,6.9
9.4,1,Drama,5.7
4.6,1,Adventure,7.6
1,1,Adventure,7.2
1,1,Adventure,6.5
9.2,1,Action,6.7
9.4,1,Action,7.3
20,3,Drama,6.7
7,1,Drama,5.5
1.8,1,Drama,7.4
10.8,5,Comedy,4.9
6.4,3,Drama,7.6
1,3,Drama,6.4
8.6,1,Drama,6.3
1,1,Animation,5.6
7,3,Drama,6.4
1,4.5,Adventure,6.2
23.6,10,Drama,6.2
15.2,1,Drama,3.7
11.4,1,Drama,7.4
14.2,3,Comedy,6.4
1.25,1,Comedy,5.3
6.2,5,Comedy,8
8.6,1,Drama,6.4
2.4,1,Comedy,6.3
1.4,5,Horror,5.9
8,1,Action,5.5
16.4,8,Action,4.8
8.6,1,Comedy,7
4.6,3,Comedy,6
2.4,1,Fantasy,4.1
6,8,Drama,6
2.8,1,Comedy,7
28,1,Adventure,6.8
4.2,1,Fantasy,5.4
13.25,1,Comedy,4.9
6.6,1,Comedy,5.6
2,20,Adventure,7.4
1,1,Drama,6.9
3.25,3,Comedy,4.9
6.4,1,Drama,6.9
1.4,10,Adventure,5
3.2,20,Fantasy,7.3
8.8,3,Drama,4.7
6,1,Drama,7.6
15.8,1,Drama,6.8
26,1,Comedy,5.7
8.8,1,Comedy,5.3
28.2,1,Adventure,6.4
20,8,Adventure,6.4
1,1,Drama,7.1
3.2,1,Drama,7.4
22.6,3,Fantasy,6.1
1,1,Drama,6.1
5.2,1,Music,7.1
28,1,Comedy,6.3
1,1,Adventure,6.7
14,1,Drama,6.4
3.8,1,Adventure,5.8
13,1,Drama,6.9
11.8,8,Comedy,5.9
10.25,1,Adventure,7
6.8,1,Fantasy,5.1
13.2,1,Comedy,3.8
8.2,3,Comedy,7
1.2,1,Comedy,6.7
1.2,1,Comedy,7.7
6.8,3,Adventure,6.3
22,20,Comedy,5.6
1,3,Comedy,7
3,1,Drama,6.7
2.6,20,Adventure,6.3
14.6,20,Drama,6.5
1.6,1,Fantasy,4.5
2.4,1,Fantasy,5.3
5.75,1,Comedy,4.3
14.4,1,Horror,5.6
7,20,Comedy,4.5
1,1,Drama,5.8
1.8,1,Drama,7.3
1,1,Drama,6.1
26.2,20,Adventure,5.9
5.8,1,Drama,5.6
8,8,Comedy,6.2
1,1,Drama,6.4
2.8,1,Drama,6.9
14.8,1,Drama,6.3
2,1,Horror,7.4
8.5,3,Adventure,4.1
14.2,8,Action,5.4
8.8,1,Adventure,5.2
5,1,Comedy,6.8
2,3,Drama,7
15,1,Drama,5.9
1.8,1,Drama,6.5
9,3,Drama,7
26,1,Adventure,8
9,1,Comedy,4.3
20,20,Horror,6.7
12.4,20,Comedy,6.5
6.6,1,Horror,5.4
24,20,Adventure,6.4
9.2,1,Horror,7.1
24,20,Adventure,5.9
30,30,Adventure,7.4
30,30,Adventure,7.5
30,10,Adventure,6.7
24,5,Adventure,6.1
14.4,1,Adventure,6.2
12,3,'Science Fiction',4.8
1.2,1,Adventure,6.7
8.8,3,Horror,7.4
16,10.5,Drama,6.4
1.2,1,Animation,5.2
2.2,1,Action,3.7
1,1,Fantasy,5.2
4.8,5,Adventure,7.3
20,1,Drama,6.3
6.6,1,Horror,5.8
9.2,20,Adventure,7
10.5,1,Drama,6.6
3.75,1,Drama,5.1
3,1,Fantasy,5.1
24,30,Action,7.2
10.2,5.5,Documentary,7.8
20,1,Documentary,7.1
5.4,1,Action,6.4
10.6,1,Drama,7.6
2,1,Thriller,5.7
8.8,1,Comedy,7.6
8.6,1,Comedy,6.8
21,1,Drama,8.1
1,1,Horror,3.9
22,3,Drama,6.8
9,3,Drama,8
8,5,Drama,8.4
20,1,Drama,6
5.5,20,Western,7.6
3.2,1,Drama,7.3
14,1,Adventure,5.2
2.8,1,Adventure,5.4
15.2,8,Drama,7.6
4.8,1,Drama,7.3
2.8,1,Horror,5.1
4.6,3,Fantasy,5.4
7.4,20,Drama,7
10,1,Drama,6.7
1.8,1,Action,5.8
8,1,Drama,7.2
15.5,30,Thriller,7.1
24,1,Action,6
8.4,1,Drama,6.7
28,5,Adventure,7.8
7,1,Fantasy,6.3
21.4,1,Comedy,7.1
22.4,1,Drama,5.7
10,1,Drama,4.3
16.2,30,Drama,7.7
24,3,Action,5.4
1.2,3,Drama,6
24,30,Action,6.3
1.8,1,Action,5.3
16.6,1,Drama,5.9
5.2,20,Adventure,6
17.75,1,Drama,6.9
18,20,Adventure,5.5
1.4,1,Adventure,6.5
12.2,1,Drama,6
18.4,3,Drama,6.5
30,1,Fantasy,6
11,1,Comedy,6.5
22.4,3,Thriller,7.1
24,30,Animation,7.3
18,1,Drama,6.3
5,1,Horror,4.9
16,1,Drama,5.9
3.2,1,Drama,7.1
16.2,1,Fantasy,5.6
1,1,Adventure,6.8
14.2,1,Action,4.9
24,20,Drama,5.7
2.75,3,Comedy,7.4
19.6,1,Comedy,5.8
22,1,Comedy,5.2
30,1,Adventure,5.6
16.4,1,Fantasy,5.7
7.4,20,Action,4.4
2.8,1,Drama,7.2
19,30,Adventure,6.3
28,1,Drama,6.5
7,1,Drama,5.6
12.2,5,Drama,6.8
26,10,Comedy,6
18.2,20,Drama,6.6
8.75,1,Drama,6.8
12.4,1,'Science Fiction',5.8
17,1,Drama,6.8
9,8,Drama,6.3
14.6,1,Action,5.7
22,1,Drama,6.8
18.4,1,Adventure,6.2
15.2,1,Comedy,4.2
10.6,1,Drama,6.2
1,5,Drama,8
6.6,3,Adventure,5
18.2,1,Drama,7.4
1.4,1,Drama,8.1
13.4,3,Drama,7.3
3.6,10,Drama,7.2
22,1,Comedy,4.9
13.6,10.5,Animation,7.8
18.2,1,Comedy,5.9
1.8,1,Comedy,9.1
13.4,1,Drama,5
1,1,Drama,7.3
1.4,1,Drama,4.5
8.6,1,Drama,6.9
1.25,1,Drama,4.8
1,1,Action,7.4
3.2,8,Adventure,7.7
4.2,3,Drama,4.3
12.8,1,Drama,7.2
7,3,Drama,6.7
3.2,1,Drama,6.2
5.6,20,Drama,7.5
3,1,Comedy,6.3
24,1,Comedy,5.5
14.2,5,Comedy,4.6
3.2,1,Thriller,4.1
10.4,5,Drama,7.2
24,1,Adventure,7
3.8,1,Action,6.2
12.2,1,Comedy,4.3
8.6,1,Documentary,7.4
20,1,Drama,7.1
9.6,1,Drama,6.1
2,1,Drama,7.5
2.8,1,Horror,5.5
2.4,5,Comedy,7.1
8.6,3,Comedy,5
9,1,Drama,6.2
11.5,1,Drama,6.4
1.8,1,Horror,6.1
1.2,1,Horror,6.1
16,1,Drama,7.1
18.2,1,Animation,8.1
16.5,1,Animation,3.9
24,1,Drama,7.7
6.2,1,Drama,7.4
2.4,1,Comedy,7.3
28,20,Action,6.8
21,1,Drama,6.1
10.6,30,Adventure,7
4.2,1,Drama,6.3
30,1,Drama,6.5
1,1,Documentary,8
3.6,1,Horror,5.7
14.4,3,Drama,7.2
3.25,1,Horror,5.7
6.6,5,Drama,6.4
16.2,1,Adventure,5.5
16.2,3,Drama,5.1
22,1,Drama,6.6
1,1,Drama,7.2
8.8,1,Fantasy,5.6
14.4,3,Drama,6.6
15,1,Drama,6.6
18.25,1,Thriller,6.4
1.6667,1,?,5.2
4.25,3,Fantasy,6.8
9.2,20,Drama,6.1
1.4,1,Action,6.5
2.25,20,Adventure,5.1
8.6,10,Drama,5.4
1.25,1,Drama,6.5
24,1,Drama,7.2
1,1,Documentary,7.1
1,1,Comedy,6
10.2,1,Adventure,5.5
1.6,1,Drama,6.7
1.5,1,Horror,4.4
7,1,Thriller,5.5
26,1,Drama,5.4
1.8,8,Comedy,7.2
6.8,1,Drama,6.9
20.2,8,Fantasy,5.3
2,1,Comedy,6.5
5.8,15.5,Adventure,4.9
1.75,1,Drama,6.9
11.4,1,Drama,5.6
4.8,1,Drama,7
13.8,3,Drama,7.4
10.8,3,Horror,5.5
1,1,Drama,7
1.8,1,Drama,7
8.6667,20,Drama,6.4
1,3,Drama,7
20,1,Drama,7.2
8.4,1,Adventure,6.2
5.75,30,Drama,6.4
12.25,1,Drama,7.1
12,30,Drama,6.4
12.2,3,Drama,7.7
2.8,1,Drama,6.1
3.25,1,Drama,6.2
2.25,8,Drama,6.2
30.25,1,Drama,5.4
24,20,Adventure,7.6
28,1,Drama,6.8
1.25,1,Comedy,2.9
26,8,Drama,8
28,25,Adventure,7.6
5.6,1,Thriller,6.2
11,1,Drama,5.2
1,1,Drama,6
20,20,Drama,5.3
18.2,1,Fantasy,5.4
1,1,Adventure,7.4
1,1,Animation,6.8
24,30,Adventure,7.5
22,8,Adventure,5.8
12.6,1,Action,5.9
12.6,1,Comedy,5.2
2,3,Drama,7.1
10,20,Drama,6
12,1,Drama,5.6
7.8,1,Drama,6.7
12.2,20,Drama,7.2
16,20,Drama,6.8
11.2,5,Drama,6.3
17,1,Comedy,6.5
4,1,Comedy,5.9
24,3,Drama,8
3.75,1,Documentary,6.3
18.4,3,Drama,6.2
5.75,5,Comedy,5.1
1.2,1,Adventure,5.8
1,3,Drama,7.7
16.2,1,Drama,6.4
24.6,3,Animation,6
3.2,3,Adventure,5.8
11.8,1,Drama,5.8
1.25,1,Fantasy,7
18.2,20,Adventure,6.9
14.6,1,Fantasy,5.6
3.6,3,Adventure,5.1
5.6,8,Drama,5.5
16.2,5,Adventure,6.1
6,3,Comedy,6.7
1,3,Documentary,7.9
6.2,5,Drama,6.9
8.4,1,Drama,6.3
20,8,Drama,5.2
10.2,1,Comedy,3.8
14.4,3,Drama,6.6
14.2,3,Drama,6.4
12.2,1,Drama,6.7
2.4,8,Comedy,5.3
1.25,1,Drama,7.2
1,1,Drama,6.8
6.8,5,Adventure,6.3
3.25,1,Drama,6.1
6.75,1,Animation,4.1
20.6,1,Fantasy,5.4
12.6,1,Drama,6.8
6.6,3,Action,6.8
4.4,10,Drama,5.9
1.4,1,Drama,7.3
12.75,1,Drama,5.3
6.75,1,Drama,6.5
6.6,10,Documentary,7.7
18.4,1,Drama,5.8
1,1,Action,4.4
18.4,1,Drama,6.3
1,3,Fantasy,3.9
20,20,Drama,7
4,1,Action,5.1
9.2,1,Drama,6.3
5.75,1,Drama,7.6
2.4,1,Horror,6.2
4,1,Adventure,5.2
4.8,20,Comedy,5.8
9.4,1,Drama,6.9
1,1,Drama,7.8
20,20,Adventure,5.3
10.6,1,Fantasy,6.2
10.75,5,Comedy,5.4
3.2,1,Comedy,7.2
8.8,20,Comedy,5.2
30,5,Adventure,5.3
5.4,10,Drama,7.7
22,1,Drama,6
30,5,Drama,6.5
5.8,20,Drama,5.9
1.2,1,Thriller,5.2
10.4,3,Adventure,6.6
1,8,Adventure,3.2
6,1,Adventure,5.8
13.25,1,Thriller,5.1
6,3,Drama,6.2
3.25,1,Drama,6.8
3,3,Action,5.9
14.4,1,Adventure,7.3
16,1,Comedy,5.7
22,5,Drama,5
18.4,30,Horror,6.8
34,1,Adventure,6.5
34,30,Drama,8.5
12,1,Action,7.1
30,20,Adventure,7.9
9.8,1,Horror,3.6
3.2,1,Horror,6
10.4,1,Drama,4.3
7,1,Adventure,5.6
28,1,Animation,7.3
7.2,3,Drama,6.8
16,1,Adventure,6.2
22.2,10.5,Adventure,7.2
20.2,1,Comedy,6.3
32,30,Adventure,7.1
16.2,10,Fantasy,5.6
12.6,20,Action,6.5
18.4,3,Action,6.6
15,20,Adventure,6.6
24,1,Action,6.7
38,30,Adventure,7.8
15,8,Thriller,5.4
1,1,Drama,8.5
26,20,Action,6
1,1,Drama,6.9
10.8,20,Fantasy,4.4
1,3,Fantasy,3.7
10.8,2.125,Animation,7.2
10,1,Drama,4.9
26,3,Drama,8.1
16.6,1,Drama,6.9
14,1,Documentary,7.6
2,1,Comedy,6.7
5.75,1,Drama,5.1
17,1,Drama,4.5
2.2,1,?,6.2
16.2,1,Drama,5.4
13.2,1,Drama,5.7
22,5,Comedy,6.2
10.4,1,Drama,5.5
1,1,Documentary,7.6
12.8,1,Drama,5.7
18.4,8,Adventure,5.4
1,1,Horror,6.2
22,1,Drama,7.3
4,1,Horror,5.2
20,1,Animation,5.5
14.4,20,Adventure,6.8
19.6,3,Drama,6.4
1.2,1,Comedy,6.3
20.2,1,Comedy,6.6
24,10,Comedy,6.4
15,20,Drama,5.6
22,30,Adventure,4.9
24,30,Adventure,5.5
9.6667,1,Documentary,7.4
28,1,Drama,7.4
22,1,Comedy,5.6
1.2,8,Horror,3.5
20,1,Drama,6.3
24.2,30,Drama,6.7
2.6,8,Drama,8
11,1,Drama,6.9
9.5,1,Thriller,5.3
22.2,1,Drama,7.1
6.6,1,Adventure,4.5
8,30,Drama,6.3
6.2,20,Drama,4.6
1,1,Drama,8.1
9.3333,1,Drama,5.2
8.4,10.5,Animation,7.2
1,8,War,7.4
16,1,Drama,7.1
1.5,1,Drama,7.1
1,1,Drama,7.2
1.8,3,Drama,6.4
10.2,20,Comedy,6.1
15,1,Drama,8.1
3.6,1,Drama,4.5
6.2,1,Drama,7
7.4,1,Comedy,6.4
36,30,Action,7.3
17,1,Drama,6.8
24,20,Comedy,6.9
9,1,Comedy,5.4
2.4,1,Action,7.8
20,1,Documentary,7.5
3.4,1,Fantasy,7.6
1.8,1,Comedy,6
20,3,Drama,7
22.2,1,Thriller,7.4
1,1,Drama,7
8.6,5,Drama,6.5
14.6,1,Drama,6.3
10.2,1,Drama,6.2
18,1,Drama,7.1
4.5,1,Drama,6.5
9.2,1,Animation,6.9
15.25,5,Drama,6.4
8.8,1,Drama,6.9
22,1,Comedy,6.3
8,1,Comedy,6.2
1,1,Animation,7
4.8,1,Horror,6.7
22,1,Comedy,5.7
22,20,Adventure,5.8
25,1,Drama,6.4
22,8,Fantasy,6.4
1.8,1,Thriller,4.2
20.4,1,Drama,6.5
9.2,1,Drama,7
14.4,1,Drama,4.5
3.6,1,Comedy,3.1
13.4,1,Comedy,7.1
1.5,3,Adventure,6.6
10.25,3,Drama,6.6
4.8,3,Drama,6.3
1,3,Adventure,5
12.4,1,Comedy,6
1,1,Drama,5
3,1,Documentary,7.7
12.4,1,Drama,7.1
10.2,1,Drama,7.4
22,1,Comedy,6
5,30,Comedy,6.4
18.2,1,Action,6.2
1,20,Drama,6.8
5.8,1,Comedy,5.5
1,1,Comedy,5.6
1.2,3,Documentary,7.8
4.8,1,Drama,7.5
10.2,1,Drama,6.7
1,5.5,Adventure,6.1
7,1,Thriller,7.4
1.6667,1,Comedy,5.2
10.6,1,Drama,6.4
11.4,1,Comedy,5.6
1.3333,1,Comedy,4.8
2.8,1,Adventure,5.4
13.8,1,Action,5.3
7,30,Drama,5.8
1,1,Fantasy,5.8
28,30,Adventure,7.8
1,1,Drama,7.9
3.3333,1,Action,5.3
6.4,8,Adventure,6.5
2.6,1,Drama,6
1.2,1,Drama,7.3
18.2,1,Animation,5
9.8,3,Documentary,1.6
1.4,1,Drama,6.8
8.8,1,Family,4.4
6.6,1,Drama,7.7
6.6,1,Drama,5.8
10.2,1,Adventure,5.6
18.6,1,Drama,5.8
3.25,1,Drama,6.5
12.4,1,Drama,6.5
7.3333,1,Drama,6.7
1,1,Drama,7
1,1,Documentary,7.9
20,1,Comedy,5.6
2.8,1,Comedy,4
17.2,3,Drama,6.9
14.2,1,Fantasy,4.4
12.6,10,Drama,7.2
1,3,Drama,5.9
4.8,1,Drama,7
18,1,Drama,5.7
10.8,1,Comedy,6.3
2,1,Comedy,3.4
8.4,1,Adventure,7.1
7.8,1,Comedy,5.6
2.8,20,Drama,7.2
24,8,Comedy,6.8
16.2,1,Drama,7.2
1.75,1,Horror,5.9
16.2,5,Drama,6.9
24.6,1,Action,6.2
1.6,1,Drama,5.6
1.8,1,Drama,6
12.6,1,Drama,6.5
6.8,1,Drama,7
1.2,1,Drama,6
2.8,1,Drama,6.6
20,1,Drama,5.1
10.8,20,Action,3.6
24.2,20,Adventure,7.4
2.2,1,Action,6
