@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_en numeric

@data
4.8,8,Horror,5.7
26,5,Action,6.6
19,1,Action,5.4
12.8,20,Adventure,6.9
10.8,1,Action,6
1,4.6667,Horror,6.1
5,20,Adventure,6.2
16.6,1,Drama,6.5
8.8,1,Drama,6.4
12.75,3,Drama,6.6
16.2,1,Drama,5.7
20.2,1,Drama,6.9
12.4,1,Drama,6.5
3,1,Drama,7.1
6.6,8,Drama,6.5
6.4,1,Drama,6.5
1.2,3,Comedy,7.3
25,1,Drama,6.7
3,1,Action,6.3
11,1,Action,6.1
2,8,Adventure,6.7
8,3,Comedy,6.1
20,8,Comedy,5.8
18,5,Comedy,5.5
34,1,Drama,6.7
24,30,Action,7.6
6.8,1,Action,5.4
1.4,1,Drama,6.8
18,1,Adventure,5.7
12.6,1,Drama,6.8
15,1,Drama,6.4
10.5,5,Drama,5.7
16.2,1,Horror,5.6
1.8,1,Horror,6.1
8.25,30,Drama,8.2
18.2,1,Fantasy,6.5
24,1,Drama,6.3
1,3,Fantasy,7.5
22,1,Drama,6.7
12.4,1,Adventure,5.2
6.8,20,Comedy,7
20.2,1,Comedy,5.8
24,30,Drama,5.8
20.2,1,Drama,6.1
13,1,Action,6.2
10.4,20,Drama,7
13.2,10,Action,5.1
1,3,Drama,8
12.2,8,Adventure,6.6
3.2,3,Comedy,7.2
12.4,1,Comedy,5.8
12.2,1,Comedy,7.2
10.5,8,Adventure,7.9
1.3333,1,Documentary,3.7
1,1,Documentary,7.6
1,1,Crime,8
7.75,20,Documentary,8.2
14.2,1,Drama,6
10.6,5,Comedy,7.3
3.2,20,Drama,7
14.4,3,Comedy,6
9.2,5,Animation,5.4
17.2,1,Adventure,6.1
26,5,Drama,6
16.8,1,Comedy,5.6
20,1,Drama,7.1
2.4,1,Action,4.6
1,1,Adventure,4.4
24,8,Drama,7.3
1.25,3,Drama,7.8
8.6,30,Drama,7.3
15,1,Drama,7
20.2,20,Thriller,6.7
22,1,Action,6.1
2.5,1,Animation,6.3
11,1,Action,6
6.6,1,Drama,4.7
4.4,1,Horror,5.9
18.2,30,Adventure,8
10.4,3,Comedy,5.6
14.6,1,Fantasy,5.5
13.2,1,Thriller,6.5
4.8,1,Comedy,6.4
8.6,3,Drama,5.3
5.2,1,Comedy,4.2
10.4,1,Action,6.1
20,1,Action,6
12.8,1,Drama,5.7
10.4,1,Comedy,5.4
26,1,Fantasy,5.9
4.8,1,Drama,6.9
30,1,Documentary,7.7
2.6,3,Fantasy,7.2
16.5,1,Horror,6.8
16.2,3,Horror,6.2
14.6,3,Adventure,6.5
12,3,Drama,5.9
15.6,1,Adventure,6.6
22.4,1,Drama,6.1
20,20,Drama,7.2
5.75,5,Horror,7.3
18.2,5,Adventure,5.2
26,1,Drama,7.1
16.4,1,Comedy,5.9
6.6,20,Adventure,7.4
12.2,1,Adventure,6.5
7,20,Adventure,6.1
1.4,1,Comedy,6.2
5.5,1,Drama,7.2
14.6,8,Drama,7.6
17.4,1,Documentary,7.6
2.4,8,Adventure,6.3
9.8,20,Drama,6
1,1,Drama,7.2
1,4.5,Animation,6
10.4,1,Drama,4.8
3,1,Drama,6.9
5,1,Comedy,7.2
12.2,1,Drama,6
2.8,1,Comedy,7.7
13.5,3,Drama,7.2
21.6,1,Comedy,6.2
8.2,20,Drama,7.1
2.4,1,Thriller,5.9
7,30,Fantasy,6.5
10.4,20,Drama,6.2
14.8,1,Animation,5.4
8.8,3,Comedy,5.1
14.4,1,Drama,6.4
8.8,1,Comedy,6.2
10.4,30,Drama,7
6.25,1,Comedy,5.4
8.4,3,Drama,7.5
3.8,1,Drama,6.5
6.6,20,Adventure,6.1
11.2,1,Adventure,5.6
10.2,1,Adventure,4.7
14.8,20,Horror,4.8
12,1,Drama,6.8
37.6,30,Drama,6.6
3.75,1,Action,1.9
26,20,Action,7.3
20.6,1,Adventure,6.2
6.8,1,Horror,6
18.2,20,Drama,7.2
1.8,3,Drama,6.4
8.4,1,Drama,6.9
22,1,Drama,6.2
16.6,1,Comedy,4.7
22.6,1,Adventure,5.7
8.25,3,Drama,7.2
1,1,Drama,6.2
1,8,Drama,7.7
8.4,1,Fantasy,6.9
24,30,Drama,7.4
9.2,1,Adventure,5.1
14,1,Drama,7
3.75,20,Western,7.4
12.2,1,Drama,5.8
17,1,Drama,6.9
17,1,Action,6.7
8,3,Drama,6
1.2,1,Adventure,6.9
5.2,3,Drama,7
24,1,Drama,5.9
1.5,8,Adventure,5.7
8.8,1,Fantasy,4.3
16.2,1,Adventure,5.8
5,1,Drama,6
1.8,30,Documentary,8.2
12.6,1,Drama,7
8.4,1,Drama,4.9
16,30,Drama,6.5
5.2,1,Drama,7.1
17.6,1,Drama,7
2.75,1,Comedy,4.6
28,20,Comedy,6.3
18.6,1,Drama,6.8
4.6,1,Comedy,6.2
11,30,Horror,6.2
18,1,Adventure,7
10.8,1,Drama,6.2
3,1,Comedy,6.6
3.6,1,Drama,5.9
7,8,Comedy,7.2
12.25,10,Drama,6.4
1,3,Action,7.3
14.4,30,Drama,7.6
5.5,1,History,7.8
15.8,1,Drama,6.9
20.2,1,Drama,6.7
1,1,Adventure,7
2.8,1,Fantasy,7.8
5.5,1,Drama,7.3
6,8,Drama,6.5
4.6,1,Adventure,7.6
1,1,Drama,7.2
10.6,1,Drama,6.6
14.2,1,Fantasy,4.2
12.5,1,Horror,4.7
1.8,8,Thriller,7.2
9.4,3,Comedy,2.9
1.2,1,Drama,6.4
18,20,Adventure,8.3
22,20,Adventure,5.8
5,1,Drama,8.3
11,1,Drama,5.8
22,1,Adventure,5.6
16,1,Comedy,5.5
24.4,1,Drama,7
6.4,1,Drama,5.7
11.4,8,Fantasy,5.3
4.6,1,Drama,6.4
6.8,20,Adventure,3.5
10.4,1,Comedy,5.3
1.2,5.5,Drama,7.5
7,1,Fantasy,6.1
18.4,1,Fantasy,4.8
6.6,1,Fantasy,6
17.2,8,Drama,6.2
16.2,1,Drama,6.4
20.6,1,Drama,6.4
11.2,1,Documentary,7.6
1.5,1,Documentary,8.3
1,1,Documentary,7.8
1,1,Drama,7.7
12.2,1,Adventure,5
14.2,3,Drama,7.5
12,1,Drama,7.5
12.4,20,Adventure,8.6
24,1,Comedy,7.1
18.6,1,Drama,6.7
9.4,1,Drama,7.3
18.2,1,Drama,6
2.4,10,Drama,6.9
23.6,1,Drama,6.2
8.25,1,Adventure,2.1
5.8,1,Horror,6.7
24.2,3,Drama,7.5
10.4,1,Adventure,5.7
10.4,1,Action,6
7.2,8,Adventure,6.9
12.2,1,Comedy,6.3
3.4,1,Comedy,7
10.4,1,Adventure,5.8
4.8,3,Action,6
1.2,1,Drama,7.2
5.6,3,Drama,6.1
8.4,1,Action,4.5
20.4,5,Drama,5.8
11.4,3,Drama,6.5
10.4,1,Adventure,3.7
4.6,1,Drama,6.7
19,1,Adventure,6.7
10.8,1,Action,4.3
8.4,1,Comedy,6.6
11,1,Drama,5.7
8,1,Drama,7.8
20.4,30,Comedy,5.5
1,3,Drama,6.6
15.8,3,Drama,6.7
19.6,1,Fantasy,6.3
13.25,1,Animation,5.9
1.8,1,Horror,6.4
2.8,1,Horror,4.8
5,1,'Science Fiction',5.5
22.2,10,Drama,6.6
8,3,Comedy,5.8
1,1,Drama,7.5
10.8,20,Action,6.8
16,8,Drama,5
10.8,1,Adventure,6.5
4.6,1,Fantasy,6.9
12.75,1,Action,6.5
6.4,1,Drama,7.5
10.8,1,Comedy,5.6
6.8,1,Drama,7.8
8.6,1,Adventure,5.2
18.2,5,Drama,7.8
18.2,1,Drama,6.4
6.6,2.3333,Animation,6.8
6.6,2,Animation,6.7
1,8,Animation,6.3
1.2,20,Adventure,4.2
10.2,1,Comedy,6.1
2.8,3,Drama,6.6
2.75,1,Drama,7.5
13.8,1,Drama,6.3
16.2,20,Drama,7
10.4,1,Action,6.1
14.2,1,Drama,7.2
3.8,8,Drama,6.3
7.4,20,Comedy,6.5
20.2,1,Drama,6.9
12,1,Adventure,6.5
6.8,20,Drama,7.8
5.4,20,History,7.1
12.2,1,Drama,7.2
8,1,Comedy,7.4
8.8,20,Comedy,6.5
11.2,20,Action,6.7
10.4,3,Drama,7.7
6.75,5,Comedy,6.6
3,1,Drama,8.2
12.2,8,Drama,8.1
2.25,1,Action,7.9
4.8,1,Adventure,7.9
1,1,Drama,7.6
2.8,1,Drama,7.7
8.4,5,Drama,6.3
2,1,Drama,8
1.4,1,Animation,8
8,1,Drama,6.7
14.4,3,Drama,7.4
5.6,1,Adventure,6.4
10.4,1,Adventure,5.9
5,1,Drama,7.2
14.6,1,Animation,7.7
2.6667,1,Fantasy,8
11.2,1,Comedy,6.1
14,1,Drama,5.3
6.8,1,Drama,6.3
14,20,Drama,6.4
22,10,Adventure,5.8
14.2,1,Adventure,5.4
9,1,Western,6.5
10.4,1,Drama,7.4
14.2,1,Action,4.4
10.8,3,Drama,6.4
8.2,4.5,Adventure,7.9
10.8,1,Drama,7.1
18.6,1,Comedy,6.1
18.2,1,Comedy,6.1
1,1,Drama,7.8
7.2,1,Drama,6.3
10.6,1,Drama,6.8
13.2,1,Drama,6.1
6.6,20,Adventure,5.2
1.25,1,Fantasy,6.6
14.2,1,Drama,6.5
1.2,3,Action,7
12.2,1,Thriller,6.5
16,20,Adventure,6.2
11.6,1,Adventure,4.5
1,8,Documentary,7.3
15,3,Action,6.2
3,1,Drama,6.6
3.5,1,Action,3.3
7,3,Drama,8
6.6,7.3333,Animation,7.8
3,1,Adventure,6.1
18.2,7.3333,Fantasy,6
8.75,1,Drama,7.1
3,30,Comedy,7.2
3.2,1,Drama,5
3.8,1,Drama,5.5
2.8,1,Horror,6.5
20,1,Comedy,5.6
5.6,3,Drama,6.9
12.8,20,Drama,4.7
13.6,1,Comedy,5.4
10.4,1,Comedy,7.3
13,1,Drama,6.7
6.8,1,Horror,5.1
4.8,1,Drama,6.3
10,10.5,Adventure,5.8
24,1,Drama,5.9
13.6,1,Adventure,3.7
5.2,1,Comedy,6.2
1,1,Action,5.9
13.8,18.75,Fantasy,6.5
6.6,1,Action,6.5
11.8,1,Drama,6.8
3.25,1,Adventure,7.3
15.2,1,Comedy,6.9
7.75,1,Adventure,5.3
6.6,3,Drama,8.2
9.2,3,Drama,7.6
10.25,20,Drama,7.1
7.6,30,Drama,7
12.6,1,Drama,6.6
7.2,1,Comedy,6.1
13.6,1,Drama,4.1
10.4,20,Comedy,5.5
4.6,1,Drama,6.6
1.5,3,Drama,5.2
11.2,1,Drama,7.8
3.2,1,Horror,4.9
13.2,30,Drama,7.5
2,1,Drama,7.8
24,15.5,Adventure,6.5
1,1,Documentary,6.5
20.6,1,Comedy,5.3
4.25,3,Drama,6.2
3.25,8,Adventure,7.4
22,1,Drama,6.8
5.2,20,Drama,6.8
11.4,1,Comedy,6.6
3,1,Drama,7.8
1.5,3,Comedy,6
9.6,20,Drama,6.5
14.6,1,Drama,7.1
11.8,1,Drama,5.8
4.8,1,Comedy,6.6
16.4,1,Drama,6.7
6,1,Animation,6.3
4.2,1,Drama,6.2
2.6667,1,Fantasy,5.1
13,20,Drama,4.2
12,1,Comedy,6.3
16.6,1,Drama,6.4
6.6,1,Adventure,6.4
1,1,Drama,6.7
6.6,1,Drama,7.1
17.75,1,Drama,6.7
10.8,20,Fantasy,7.1
2.2,1,Drama,6.8
6.75,20,Drama,6.5
14.2,20,Action,6.4
9.4,1,Adventure,4.8
20,1,Documentary,6.9
3.75,1,Drama,8
14.4,1,Drama,7.7
3.75,1,Drama,7.8
7,1,'Science Fiction',5.4
1.25,3,Comedy,6.5
4.2,2,Adventure,6.8
2.4,1,Action,6.7
22.5,1,Drama,6.6
7.6,8,Action,6.2
4.8,1,Drama,6.2
4.6,20,Adventure,6.9
8.25,1,Fantasy,6.4
1,1,Fantasy,4.4
2.4,1,Drama,7.7
4.8,1,Action,4.8
5.6,1,Adventure,7.4
1.8,1,Drama,6.9
1,1,Horror,3.9
1.25,20,Horror,5.7
11.4,1,Drama,6.5
24,8,Drama,4.9
17.6,1,Drama,6
1,1,Comedy,7.3
1,8,Fantasy,4.5
8.4,1,Drama,6.7
1,1,Documentary,7.5
12.5,1,Drama,6.3
4,1,Adventure,6.2
4.8,3,Drama,6.6
12.4,1,Drama,6.3
4.25,1,Drama,6.3
8.2,1,Action,5.6
8.8,1,Drama,7.2
14.4,1,Drama,6.7
9.4,1,Drama,7.1
8.8,1,Comedy,7
3.2,1,Drama,6.9
17.8,1,Drama,6.4
10.8,3,Drama,6.7
1.4,3,Horror,5.7
15,1,Comedy,5.3
7.4,3,Action,6.2
10.4,1,Drama,6.4
1,1,Fantasy,6.5
25.6,1,Drama,5.5
4.2,1,Drama,5.5
1.5,1,Horror,5.4
3.2,1,'Science Fiction',6.2
13.6,20,Drama,7.4
16.2,1,Drama,6.5
6.8,8,Fantasy,6.9
6.25,1,Horror,6
17.6,1,Drama,6.5
22,20,Adventure,7.9
8.6,3,Fantasy,5.3
7.2,8,Drama,6.9
10.6,1,Action,5.8
12.8,8,Adventure,6.1
7.2,1,Drama,6.1
1,1,Drama,8
6.25,15.5,Adventure,6.2
10.4,1,Drama,7.1
7,3,Drama,5.8
22,1,Action,4.2
18.2,1,Comedy,6.1
10.4,3,Drama,6.7
6.6,3,Drama,6.4
1.6,3,Adventure,7.4
7,1,Fantasy,6.2
2.8,1,Drama,7.8
4.8,1,Drama,7.5
16.2,1,Fantasy,6.8
20,8,Comedy,7
10.8,1,Comedy,3.7
12.2,1,Comedy,7.6
10.4,20,Drama,5.4
18.2,20,Comedy,6.2
2.75,1,Drama,6.5
7.4,1,Drama,6.9
2.8,8,Drama,7.4
1.8,1,Drama,7
22,1,Animation,6.3
12.2,1,Adventure,7.4
19,1,Comedy,6.8
6.6,20,Thriller,6.4
4.2,1,Drama,6.8
18.4,5,Drama,6.1
10.8,1,Drama,5.8
2.25,1,Fantasy,7.4
11.75,3,Adventure,6.5
3.5,1,Drama,7.6
4.2,2,Adventure,5.8
6.6,20,Drama,4.1
13.8,8,Comedy,5.6
5.75,1,Drama,6.2
6.8,1,Drama,7.6
7.4,3,Drama,7.1
1.8,1,Adventure,5.7
9.2,20,Drama,7.5
12.6,1,Horror,3.2
5.8,20,Drama,5.1
14.2,1,Comedy,5.2
3.25,1,Drama,8.1
5.5,1,Drama,7.8
1.6,30,Adventure,7.9
30,3,Adventure,6.1
22,30,Drama,8.3
7,8,Horror,6.6
26,1,Adventure,6.6
9.25,5,Drama,7.3
3.2,1,Comedy,5.1
3.4,3,Comedy,4.9
2.8,1,Fantasy,5.2
8.6,3,Comedy,5.4
17.6,3,Drama,6.9
10.8,1,Action,5.4
9.6,1,Comedy,6.4
18.2,1,Drama,5.8
28,1,Action,7.1
10.4,3,Comedy,6.4
1.2,1,Animation,5.5
1,1,Drama,6.7
4.8,1,Adventure,5.4
5.4,1,Comedy,4.5
4,8,Drama,7.9
6,1,Horror,6.7
3,1,Adventure,4.8
8.8,3,Drama,6.7
13.4,1,Comedy,4.8
18,3,Drama,6
21,1,Adventure,3.4
14.8,3,Drama,5.8
12.4,20,Adventure,5.6
5,1,Comedy,7.6
7.2,1,Adventure,6
17,1,Adventure,4.1
9,20,Drama,5.7
14.6,1,Drama,6.3
3.2,1,Comedy,5.9
1.8,1,Drama,5.7
18,1,Drama,5.2
3.2,3,Adventure,7.4
7,1,Drama,6.7
3.25,1,Drama,8.1
18.2,1,Comedy,6.6
16.4,20,Drama,6.7
22.2,1,Drama,4.9
9.6,3,Adventure,5.6
17.4,8,Adventure,6.3
3.6,1,Drama,7.1
1.2,1,Music,6.9
16.4,20,Drama,6.6
10.4,1,Comedy,5.9
11.6,1,Adventure,6.4
1.8,8,Drama,6.1
15.6,1,Comedy,5.4
14.4,1,Adventure,5.3
9,1,Drama,7.9
22.2,1,Adventure,5.1
10.6,1,Drama,7.4
5.75,1,Drama,6.5
7.8,1,Drama,5.6
10.4,1,Drama,7.4
1.2,1,Drama,6.7
15.75,1,Thriller,6.3
6.4,3,Adventure,7.4
12.2,3,Thriller,3.6
10.6,1,Western,6.9
3.5,1,Comedy,7.1
24,30,Adventure,7.4
11.6,1,Adventure,6.1
20.2,3,Drama,5.5
13.6667,20,Drama,6.6
20,5,Adventure,4.9
6.2,20,Adventure,7.3
4.8,20,Action,8
1,1,Drama,7.2
5.75,20,Drama,5.5
8.8,30,Drama,6.4
8.4,1,Horror,3.6
3.25,1,Documentary,7.1
6.8,1,Documentary,7.2
18.8,1,Drama,6.4
7.2,1,Action,4.6
22,1,Adventure,4.2
4.8,1,Action,7.6
6.2,20,Adventure,7.1
12.4,3,Comedy,5.6
2,1,Music,7
9.4,8,Comedy,5.2
8.4,1,Drama,6.4
3,1,Adventure,6.8
4.6,1,Drama,5.8
1.25,5,Drama,7.5
8.4,3,Comedy,4.2
5,1,Comedy,6.2
1.4,1,Drama,5.8
12.6,20,Animation,6.8
16.6,5,Romance,6.3
3.2,1,Horror,4.4
10.6,1,Adventure,6.2
24,3,Drama,5.9
14.4,1,Drama,7
5,1,Horror,5.9
2.8,1,Fantasy,5.1
10.4,3,Drama,4.2
8.6,1,Drama,7
12.6,1,Drama,6.4
16.2,5,Adventure,5.4
7.2,1,Drama,7.6
10.5,1,Comedy,6
14.2,20,Drama,6.1
12.4,1,Drama,5.9
14.4,1,Comedy,6.3
1,1,Drama,7.2
5,3,Drama,6.4
4.6,20,Drama,7.7
4.6,1,Drama,6.1
10.6,3,Drama,4.6
20.6,20,Adventure,4.6
19.6,1,Drama,6.7
6.2,1,Fantasy,6
12.6,30,Drama,7.5
8.4,20,Drama,7.6
22,3,Drama,7.3
5.75,10,Drama,6.8
26,1,Adventure,5.9
6.8,20,Comedy,4.1
15,1,Comedy,5.7
12.75,1,Drama,6.1
9,1,Action,4.1
1.8,1,Horror,6.4
2,1,Drama,3.6
10.6,1,Drama,5.6
18.2,8,Drama,6.4
6.6,10.5,Animation,8.3
6.6,1,Comedy,5.5
1,1,Fantasy,4
18,3,Action,5.8
17,20,Adventure,4.9
12,1,Action,5.3
16.2,20,Drama,6.2
6.8,1,Drama,6.1
2.8,1,Horror,7.1
5.6,20,Drama,6.3
4.8,3,Drama,6.4
19.6,1,Drama,6.5
12.6,40,Fantasy,5.1
5.2,30,Action,7.2
9.6,3,Comedy,5.6
14.4,1,Drama,5.7
2.8,1,Drama,7.2
6.8,1,Comedy,5.9
1,1,Horror,5
7.2,1,Drama,7.2
3.2,1,Comedy,5.4
12,2,Action,6.4
14,1,Drama,5.9
12.6,1,Horror,5.9
20,1,Comedy,7.8
28,20,Adventure,5.8
10.75,1,Drama,6.8
6.25,1,Horror,4.1
8.8,2.75,Animation,6.1
8.8,1,Comedy,5.5
4.8,3,Drama,8
4.2,1,Comedy,6.9
9.8,20,Comedy,5.6
12.6,1,Drama,6.8
1.25,3,Drama,6.7
11.2,1,Drama,7.2
3.2,1,Comedy,5.5
19,1,Fantasy,6.2
20.6,3,Drama,7.4
1,8,Horror,6.1
3.2,1,Comedy,5.9
6.2,1,Adventure,5.4
2.2,1,Comedy,5.5
5,1,Adventure,5.9
7.6,1,Comedy,6.3
6.8,1,Horror,5.4
12.25,3,Comedy,5.7
4.4,1,Comedy,4.3
6.4,1,Drama,5.3
5.2,3,Adventure,4.7
2.25,1,Comedy,6.8
8,1,Drama,4.7
8,1,Action,6.3
1.4,3,Horror,4.5
12.2,1,Drama,7
1.2,3,Drama,8.1
6.2,1,Drama,4.8
1,1,Comedy,6.6
2.6,5,Horror,6.9
20,20,Comedy,6.8
6.6,1,Adventure,6.2
18,5,Drama,7.1
8.8,20,Comedy,7.2
12.6,3,Drama,4.1
3.2,5,Thriller,6.3
2.8,20,Comedy,6.2
5,1,Drama,5.7
1,1,Music,7
8.6,3,Drama,6.6
6.8,1,Horror,6
1,2.4,Animation,7.3
1,1,Adventure,5.2
4.8,1,Drama,8.2
2.8,1,Animation,6.6
2.4,1,Drama,8.2
11.2,3,Drama,6.9
6.4,5,Comedy,5.6
19,1,Adventure,5.1
6.6,1,Adventure,6
5.75,1,Action,5.8
6.4,1,Drama,6.5
1,1,Comedy,6.3
5.4,1,Drama,6.8
4.6,1,Adventure,8.2
1,1,Comedy,4.9
3,1,Drama,8.3
8.6,1,Adventure,6.6
2.8,1,Comedy,6.8
12.4,1,Comedy,7.5
1.5,1,Drama,7.1
1,1,Animation,7.3
12.6,1,Horror,6.8
20,8,Comedy,5.5
18.2,1,Fantasy,6.5
28,3,Horror,7.7
4.2,1,Horror,5.2
22.4,3,Drama,7.7
22,1,Comedy,5.9
5,1,Drama,7.6
1.75,1,Adventure,7.6
26,1,Action,6.3
3.25,1,Comedy,7
1.6,1,Drama,8.2
1.4,1,Comedy,7.3
22,1,Horror,5.1
3,3,Drama,7.1
5.2,1,Adventure,4
15,1,Comedy,5.3
16.2,1,Drama,7.2
20,1,Comedy,5.9
1.6,1,Action,7.3
2.6,1,Drama,3.4
1,1,Drama,6.4
1.2,5,Comedy,6.2
1.5,1,Drama,7.9
1,1,Drama,7
2.6,5.5,Drama,5.3
4.3333,3,Adventure,3.1
8.2,1,Comedy,6.9
10.6,30,Adventure,6.4
1.2,1,Fantasy,3.4
6.6,1,Action,6
5.6,1,Comedy,6.3
7,1,Drama,7.7
1,3,Adventure,4.8
3,1,Drama,6.7
3,1,Adventure,5.7
2.8,1,Comedy,7.7
10,10.5,Comedy,5.4
10.6,1,Comedy,5.5
19.6,8,Animation,7.7
9.2,1,Drama,6.6
8.2,1,Drama,6.1
7.5,1,Fantasy,6
3.6,1,Drama,8.4
2.4,1,Fantasy,6.5
16.4,1,Adventure,5.2
6.8,1,Drama,6.7
22,1,Action,6.9
11,1,Drama,6.9
15,5,Adventure,6.8
26,1,Fantasy,4.7
8.6,1,Drama,6.8
14,3,Drama,6.9
1.6,3,Animation,5.3
22,20,Action,6.7
5.75,3,Drama,7.4
12.4,1,Drama,5.3
18.4,1,Fantasy,6.2
5,1,Drama,5.5
2.8,3,Adventure,6.3
2.2,8,Drama,7.8
8,1,Drama,6
8.4,3,Drama,5.1
2.6,1,Drama,7.1
22,1,Drama,5.4
12.6,8,Drama,6.9
7.6667,3,Drama,5.9
22,1,Adventure,7.3
8.6,1,Comedy,5.8
6.6,3,Action,5.8
22,20,Drama,6.4
3.6,1,Comedy,4.1
3.4,1,Adventure,5.4
16.6,1,Comedy,6.4
16.2,1,Drama,6.1
4.8,1,Drama,8
13,3,Comedy,6.5
3.6,1,Drama,7.7
3,1,Drama,5.3
23,3,Drama,6.5
2,1,Comedy,6.6
7.4,1,Drama,7.4
20.8,1,Comedy,5.5
14.4,10,Drama,7.2
1,3,Drama,6.4
10,1,Action,5.5
3.25,1,Drama,7.6
16,8,Horror,7
4.8,1,Drama,7.8
15,1,Drama,5.9
1.3333,1,Documentary,6.8
3.4,1,Action,5.4
5.75,3,Drama,7.4
9,1,Drama,7.1
16.2,1,Drama,6.2
1.2,1,Drama,7.6
15,1,Drama,5.7
1,1,Drama,8.4
1,1,Drama,7.7
12.6,1,Drama,6.2
18,1,Fantasy,5.7
4.8,1,Adventure,5
8.8,1,Drama,6.7
5,8,Horror,6.4
5,1,Comedy,6.6
1,3,Comedy,5.5
10.4,1,Adventure,6.5
5,1,Documentary,8
7,1,Fantasy,5.5
3,1,Drama,7.5
24,3,Drama,5.9
12.4,1,Action,6.4
3.4,3,Comedy,6.8
5.2,1,Comedy,4.5
1.6,1,Documentary,7.1
14.4,20,Drama,6.2
10.2,1,Drama,6.9
6.8,1,Adventure,7.1
8.25,1,Drama,6.4
26,20,Adventure,6.8
5.75,1,Comedy,5.8
6.6,1,Action,6.1
6.75,1,Drama,5.5
13.4,1,Drama,7.3
10.5,8,Comedy,8.1
4.6,20,Comedy,5.9
4.6,1,Adventure,5.6
7.2,1,Drama,7.1
5,1,Comedy,6.3
4,3,Drama,5.2
8.8,3,Comedy,5.3
1,1,Action,4.4
8.75,8,Drama,6.1
2.2,1,Comedy,5.1
6.8,1,Fantasy,6.4
4.8,3,Drama,7.9
16,1,Drama,7.2
6.2,3,Drama,6.6
10.5,30,Documentary,7.4
9.6,20,Drama,7.3
10.2,3,Drama,6.1
5.8,1,Action,7.2
19,1,Drama,6.2
12.75,1,Comedy,7.3
16,3,Drama,7.2
14.6,1,Drama,6.8
1,2,Drama,7.8
16.6,1,Comedy,5.5
12.4,1,Drama,6.1
5.4,1,Drama,6.8
21.25,1,Animation,2.9
13.6,1,Comedy,2.6
2.8,1,Adventure,5.6
4.6,20,Drama,5.6
22,3,Drama,6.7
7,1,Adventure,5.7
4.8,1,Drama,8
1,3,Documentary,7.7
1,1,Fantasy,5.7
4.6,10,Drama,7.5
25,20,Adventure,7.5
20.2,1,Drama,6.8
6.4,1,Adventure,8
1,1,Comedy,5.4
4.2,1,Animation,6.4
7.4,20,Drama,7
1,1,Drama,6.6
7.4,1,Drama,5.9
1.2,1,Action,6.6
14.4,5,Action,5.5
14,12.5,Animation,7
16.2,1,Drama,6.9
14.2,30,Drama,6.9
16,30,Drama,7.4
20,5,Action,6.3
13.6,1,Thriller,5.9
12.2,1,Thriller,5.6
12.2,1,Action,6.4
4.8,7.3333,Animation,8.1
8.6,20,Drama,7.7
14,1,Horror,5.2
26,1,Comedy,6.6
12.2,1,Drama,6.2
2.8,8,Drama,6.4
30,1,Drama,7.4
22,3,Comedy,5.4
14.6,30,Drama,7.4
11.4,3,Horror,7
20.2,1,Drama,6.3
22,8,Adventure,6.8
8.25,1,Fantasy,5.8
13.8,3,Comedy,6.8
21.8,1,Fantasy,5
19,5,Adventure,5.4
14,3,Adventure,6.4
6.2,1,Comedy,5.9
18,15.5,Fantasy,6.4
6.8,10,Drama,6.5
1,1,Documentary,8.5
3.3333,1,Drama,8.3
28,40,Drama,7.6
18.4,1,Action,5.4
3.2,1,Horror,3.5
10.4,1,Action,7.3
4.8,8,Thriller,5.1
14,1,Drama,6.4
16,3,Fantasy,4.5
13.2,1,Horror,5.2
3.2,5,Horror,7
1.25,1,Documentary,6.5
3,1,Adventure,5
7,5,Drama,6.9
6.6,1,Comedy,7.3
23,30,Action,7.7
13.2,1,Fantasy,6.3
22.2,1,Drama,6.2
1,1,Drama,5.7
4.6,1,Thriller,5.8
1.4,1,Drama,7.4
2.4,1,Action,6.6
17.2,1,Drama,6.4
5.75,1,Comedy,7.2
16,30,Fantasy,6.1
10.2,1,Adventure,4.7
14.4,1,Comedy,4.8
11.6,3,Action,5.9
5.5,1,Horror,5.5
17.2,20,Action,5.6
20,1,Adventure,6.4
1.4,1,Horror,6.3
20.2,1,Drama,6.6
1.25,3,Adventure,8
12.4,40,Adventure,5.8
1,1,Comedy,4.7
1.5,1,Fantasy,6.1
5.75,3,Adventure,4.9
23.3333,1,Drama,7.3
7.5,1,Drama,7.4
1.8,1,Horror,6.7
4.8,1,Comedy,7
10.75,20,Adventure,6.8
22,3,Adventure,4.9
5.6,20,Fantasy,6.6
1,1,Drama,6.4
1,20,Horror,5
1,1,Drama,7.5
14.4,3,Comedy,6.3
3,1,Comedy,6
