@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-6,8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute vote_cn numeric

@data
11.4,1,Comedy,37
4.6,10,Comedy,0
14,1,Drama,152
1.25,1,Drama,351
3.3333,1,Documentary,0
15.5,1,History,47
1,1,Documentary,0
6.25,1,Drama,1066
10.4,3,Fantasy,23
21,8,Adventure,26141
14.2,30,Drama,118
1.25,1,Drama,111
22,20,Comedy,8880
26,20,Comedy,63428
1.6,1,Adventure,48587
9,1,Adventure,4305
4.2,1,Fantasy,0
1,1,Animation,0
1,1,Drama,45
1,3,Comedy,0
4.5,1,Adventure,10797
12.6,1,Comedy,24788
1,8,Drama,234
7,1,Drama,53
2.8,1,Drama,17325
3.3333,10,Horror,38
1,1,Comedy,0
1,1,Documentary,3479
1,1,Comedy,33
5.2,5,Drama,0
8.8,10,Comedy,23
6.6,3,Comedy,388
2.8,1,Drama,105
10,3,Comedy,308
9.4,1,Drama,49
4.6,1,Adventure,92
1,1,Adventure,0
1,1,Adventure,0
9.2,1,Action,29997
9.4,1,Action,2802
20,3,Drama,21
7,1,Drama,0
1.8,1,Drama,519
10.8,5,Comedy,0
6.4,3,Drama,1389
1,3,Drama,27
8.6,1,Drama,0
1,1,Animation,0
7,3,Drama,0
1,4.5,Adventure,1368
23.6,10,Drama,29125
15.2,1,Drama,86
11.4,1,Drama,34327
14.2,3,Comedy,25677
1.25,1,Comedy,0
6.2,5,Comedy,1200
8.6,1,Drama,443
2.4,1,Comedy,0
1.4,5,Horror,64
8,1,Action,348
16.4,8,Action,423
8.6,1,Comedy,0
4.6,3,Comedy,0
2.4,1,Fantasy,3521
6,8,Drama,0
2.8,1,Comedy,22
28,1,Adventure,39423
4.2,1,Fantasy,109
13.25,1,Comedy,454
6.6,1,Comedy,0
2,20,Adventure,454
1,1,Drama,170
3.25,3,Comedy,0
6.4,1,Drama,27
1.4,10,Adventure,35
3.2,20,Fantasy,3836
8.8,3,Drama,26
6,1,Drama,114
15.8,1,Drama,3996
26,1,Comedy,3784
8.8,1,Comedy,13895
28.2,1,Adventure,6407
20,8,Adventure,12757
1,1,Drama,677
3.2,1,Drama,5140
22.6,3,Fantasy,13796
1,1,Drama,0
5.2,1,Music,33
28,1,Comedy,13497
1,1,Adventure,40
14,1,Drama,60
3.8,1,Adventure,0
13,1,Drama,287
11.8,8,Comedy,26
10.25,1,Adventure,58
6.8,1,Fantasy,0
13.2,1,Comedy,850
8.2,3,Comedy,0
1.2,1,Comedy,1906
1.2,1,Comedy,44
6.8,3,Adventure,0
22,20,Comedy,1277
1,3,Comedy,37
3,1,Drama,263
2.6,20,Adventure,42374
14.6,20,Drama,26
1.6,1,Fantasy,0
2.4,1,Fantasy,0
5.75,1,Comedy,33
14.4,1,Horror,0
7,20,Comedy,349
1,1,Drama,0
1.8,1,Drama,0
1,1,Drama,435
26.2,20,Adventure,72957
5.8,1,Drama,0
8,8,Comedy,0
1,1,Drama,0
2.8,1,Drama,42
14.8,1,Drama,78
2,1,Horror,1369
8.5,3,Adventure,0
14.2,8,Action,0
8.8,1,Adventure,175
5,1,Comedy,0
2,3,Drama,61
15,1,Drama,7184
1.8,1,Drama,388
9,3,Drama,131
26,1,Adventure,65011
9,1,Comedy,0
20,20,Horror,21218
12.4,20,Comedy,3709
6.6,1,Horror,37
24,20,Adventure,17389
9.2,1,Horror,26666
24,20,Adventure,17706
30,30,Adventure,99447
30,30,Adventure,88635
30,10,Adventure,85752
24,5,Adventure,20029
14.4,1,Adventure,1593
12,3,'Science Fiction',0
1.2,1,Adventure,4641
8.8,3,Horror,9671
16,10.5,Drama,2349
1.2,1,Animation,64
2.2,1,Action,563
1,1,Fantasy,486
4.8,5,Adventure,3440
20,1,Drama,1367
6.6,1,Horror,0
9.2,20,Adventure,838
10.5,1,Drama,24958
3.75,1,Drama,77
3,1,Fantasy,41
24,30,Action,67610
10.2,5.5,Documentary,71000
20,1,Documentary,355
5.4,1,Action,2545
10.6,1,Drama,3086
2,1,Thriller,0
8.8,1,Comedy,6598
8.6,1,Comedy,3685
21,1,Drama,321855
1,1,Horror,703
22,3,Drama,1681
9,3,Drama,78192
8,5,Drama,57401
20,1,Drama,104
5.5,20,Western,273
3.2,1,Drama,58
14,1,Adventure,6314
2.8,1,Adventure,57
15.2,8,Drama,96891
4.8,1,Drama,5630
2.8,1,Horror,61
4.6,3,Fantasy,45
7.4,20,Drama,1262
10,1,Drama,4200
1.8,1,Action,2389
8,1,Drama,63
15.5,30,Thriller,20611
24,1,Action,92824
8.4,1,Drama,119
28,5,Adventure,125679
7,1,Fantasy,20885
21.4,1,Comedy,26793
22.4,1,Drama,183
10,1,Drama,27543
16.2,30,Drama,194776
24,3,Action,24272
1.2,3,Drama,41
24,30,Action,31718
1.8,1,Action,704
16.6,1,Drama,202
5.2,20,Adventure,733
17.75,1,Drama,32
18,20,Adventure,1547
1.4,1,Adventure,8878
12.2,1,Drama,0
18.4,3,Drama,2830
30,1,Fantasy,14084
11,1,Comedy,40
22.4,3,Thriller,45430
24,30,Animation,62540
18,1,Drama,15256
5,1,Horror,44
16,1,Drama,260
3.2,1,Drama,0
16.2,1,Fantasy,8358
1,1,Adventure,230
14.2,1,Action,0
24,20,Drama,56672
2.75,3,Comedy,1156
19.6,1,Comedy,6734
22,1,Comedy,6572
30,1,Adventure,5561
16.4,1,Fantasy,12642
7.4,20,Action,3068
2.8,1,Drama,582
19,30,Adventure,149441
28,1,Drama,22626
7,1,Drama,3340
12.2,5,Drama,2892
26,10,Comedy,13894
18.2,20,Drama,14381
8.75,1,Drama,5905
12.4,1,'Science Fiction',10894
17,1,Drama,4938
9,8,Drama,24
14.6,1,Action,27
22,1,Drama,4576
18.4,1,Adventure,42415
15.2,1,Comedy,2698
10.6,1,Drama,0
1,5,Drama,0
6.6,3,Adventure,93
18.2,1,Drama,32012
1.4,1,Drama,201
13.4,3,Drama,422
3.6,10,Drama,73
22,1,Comedy,10737
13.6,10.5,Animation,84892
18.2,1,Comedy,6490
1.8,1,Comedy,0
13.4,1,Drama,35
1,1,Drama,7131
1.4,1,Drama,1228
8.6,1,Drama,412
1.25,1,Drama,0
1,1,Action,16520
3.2,8,Adventure,108
4.2,3,Drama,0
12.8,1,Drama,21409
7,3,Drama,0
3.2,1,Drama,75284
5.6,20,Drama,619
3,1,Comedy,61
24,1,Comedy,10431
14.2,5,Comedy,0
3.2,1,Thriller,0
10.4,5,Drama,5270
24,1,Adventure,36073
3.8,1,Action,32
12.2,1,Comedy,1327
8.6,1,Documentary,229
20,1,Drama,20563
9.6,1,Drama,38
2,1,Drama,0
2.8,1,Horror,0
2.4,5,Comedy,423
8.6,3,Comedy,12337
9,1,Drama,353
11.5,1,Drama,135
1.8,1,Horror,3406
1.2,1,Horror,65
16,1,Drama,0
18.2,1,Animation,4409
16.5,1,Animation,0
24,1,Drama,30626
6.2,1,Drama,123
2.4,1,Comedy,67
28,20,Action,126475
21,1,Drama,8572
10.6,30,Adventure,21182
4.2,1,Drama,27
30,1,Drama,8038
1,1,Documentary,45
3.6,1,Horror,0
14.4,3,Drama,22292
3.25,1,Horror,5627
6.6,5,Drama,0
16.2,1,Adventure,1453
16.2,3,Drama,2691
22,1,Drama,30602
1,1,Drama,47
8.8,1,Fantasy,0
14.4,3,Drama,205
15,1,Drama,0
18.25,1,Thriller,190
1.6667,1,?,0
4.25,3,Fantasy,32
9.2,20,Drama,0
1.4,1,Action,0
2.25,20,Adventure,0
8.6,10,Drama,444
1.25,1,Drama,102
24,1,Drama,42508
1,1,Documentary,1661
1,1,Comedy,0
10.2,1,Adventure,124
1.6,1,Drama,1092
1.5,1,Horror,303
7,1,Thriller,37
26,1,Drama,2015
1.8,8,Comedy,0
6.8,1,Drama,120
20.2,8,Fantasy,14730
2,1,Comedy,22046
5.8,15.5,Adventure,1982
1.75,1,Drama,379
11.4,1,Drama,0
4.8,1,Drama,0
13.8,3,Drama,43476
10.8,3,Horror,19740
1,1,Drama,576
1.8,1,Drama,0
8.6667,20,Drama,49
1,3,Drama,3202
20,1,Drama,12870
8.4,1,Adventure,1232
5.75,30,Drama,4125
12.25,1,Drama,1618
12,30,Drama,1449
12.2,3,Drama,393504
2.8,1,Drama,997
3.25,1,Drama,0
2.25,8,Drama,59058
30.25,1,Drama,4386
24,20,Adventure,65045
28,1,Drama,3342
1.25,1,Comedy,3202
26,8,Drama,297811
28,25,Adventure,36652
5.6,1,Thriller,219141
11,1,Drama,49
1,1,Drama,135
20,20,Drama,1518
18.2,1,Fantasy,558
1,1,Adventure,3906
1,1,Animation,3860
24,30,Adventure,95519
22,8,Adventure,66144
12.6,1,Action,2670
12.6,1,Comedy,0
2,3,Drama,612
10,20,Drama,790
12,1,Drama,0
7.8,1,Drama,233
12.2,20,Drama,5998
16,20,Drama,6694
11.2,5,Drama,436
17,1,Comedy,60187
4,1,Comedy,38
24,3,Drama,241333
3.75,1,Documentary,567
18.4,3,Drama,1279
5.75,5,Comedy,4104
1.2,1,Adventure,0
1,3,Drama,7022
16.2,1,Drama,1371
24.6,3,Animation,7545
3.2,3,Adventure,0
11.8,1,Drama,158
1.25,1,Fantasy,0
18.2,20,Adventure,157754
14.6,1,Fantasy,1738
3.6,3,Adventure,0
5.6,8,Drama,0
16.2,5,Adventure,40716
6,3,Comedy,53
1,3,Documentary,432
6.2,5,Drama,1999
8.4,1,Drama,0
20,8,Drama,205
10.2,1,Comedy,21
14.4,3,Drama,0
14.2,3,Drama,815
12.2,1,Drama,27
2.4,8,Comedy,0
1.25,1,Drama,1402
1,1,Drama,44
6.8,5,Adventure,169
3.25,1,Drama,53
6.75,1,Animation,771
20.6,1,Fantasy,16872
12.6,1,Drama,81
6.6,3,Action,97487
4.4,10,Drama,0
1.4,1,Drama,391
12.75,1,Drama,1662
6.75,1,Drama,370
6.6,10,Documentary,60
18.4,1,Drama,42
1,1,Action,378
18.4,1,Drama,38660
1,3,Fantasy,49
20,20,Drama,0
4,1,Action,0
9.2,1,Drama,86
5.75,1,Drama,38
2.4,1,Horror,101
4,1,Adventure,0
4.8,20,Comedy,181
9.4,1,Drama,55
1,1,Drama,10403
20,20,Adventure,55707
10.6,1,Fantasy,443
10.75,5,Comedy,46
3.2,1,Comedy,218
8.8,20,Comedy,0
30,5,Adventure,17118
5.4,10,Drama,2848
22,1,Drama,7058
30,5,Drama,8248
5.8,20,Drama,95
1.2,1,Thriller,144
10.4,3,Adventure,104634
1,8,Adventure,0
6,1,Adventure,24
13.25,1,Thriller,211
6,3,Drama,0
3.25,1,Drama,34
3,3,Action,0
14.4,1,Adventure,8630
16,1,Comedy,4572
22,5,Drama,4161
18.4,30,Horror,37860
34,1,Adventure,15479
34,30,Drama,211217
12,1,Action,17213
30,20,Adventure,165985
9.8,1,Horror,32
3.2,1,Horror,517
10.4,1,Drama,0
7,1,Adventure,0
28,1,Animation,188476
7.2,3,Drama,0
16,1,Adventure,5704
22.2,10.5,Adventure,270876
20.2,1,Comedy,19715
32,30,Adventure,86031
16.2,10,Fantasy,19223
12.6,20,Action,20339
18.4,3,Action,12382
15,20,Adventure,33493
24,1,Action,86657
38,30,Adventure,133159
15,8,Thriller,29297
1,1,Drama,0
26,20,Action,10042
1,1,Drama,216
10.8,20,Fantasy,8224
1,3,Fantasy,0
10.8,2.125,Animation,4809
10,1,Drama,8219
26,3,Drama,39074
16.6,1,Drama,91
14,1,Documentary,1101
2,1,Comedy,0
5.75,1,Drama,29
17,1,Drama,0
2.2,1,?,193
16.2,1,Drama,0
13.2,1,Drama,0
22,5,Comedy,1397
10.4,1,Drama,7784
1,1,Documentary,1210
12.8,1,Drama,74
18.4,8,Adventure,1676
1,1,Horror,3611
22,1,Drama,21305
4,1,Horror,3950
20,1,Animation,0
14.4,20,Adventure,13329
19.6,3,Drama,16355
1.2,1,Comedy,0
20.2,1,Comedy,57327
24,10,Comedy,34543
15,20,Drama,1324
22,30,Adventure,60778
24,30,Adventure,46111
9.6667,1,Documentary,31
28,1,Drama,36359
22,1,Comedy,2291
1.2,8,Horror,0
20,1,Drama,3973
24.2,30,Drama,3702
2.6,8,Drama,5472
11,1,Drama,2956
9.5,1,Thriller,1922
22.2,1,Drama,20622
6.6,1,Adventure,0
8,30,Drama,315
6.2,20,Drama,212
1,1,Drama,26
9.3333,1,Drama,0
8.4,10.5,Animation,3267
1,8,War,4267
16,1,Drama,4246
1.5,1,Drama,0
1,1,Drama,268
1.8,3,Drama,57
10.2,20,Comedy,70
15,1,Drama,0
3.6,1,Drama,41
6.2,1,Drama,139
7.4,1,Comedy,1114
36,30,Action,154757
17,1,Drama,0
24,20,Comedy,31021
9,1,Comedy,1164
2.4,1,Action,82821
20,1,Documentary,0
3.4,1,Fantasy,155575
1.8,1,Comedy,371
20,3,Drama,201906
22.2,1,Thriller,65005
1,1,Drama,0
8.6,5,Drama,472
14.6,1,Drama,7490
10.2,1,Drama,481
18,1,Drama,0
4.5,1,Drama,2175
9.2,1,Animation,369
15.25,5,Drama,445
8.8,1,Drama,0
22,1,Comedy,782
8,1,Comedy,0
1,1,Animation,8606
4.8,1,Horror,8306
22,1,Comedy,15101
22,20,Adventure,32525
25,1,Drama,8701
22,8,Fantasy,25626
1.8,1,Thriller,21
20.4,1,Drama,629
9.2,1,Drama,76
14.4,1,Drama,0
3.6,1,Comedy,284
13.4,1,Comedy,57
1.5,3,Adventure,31
10.25,3,Drama,34
4.8,3,Drama,0
1,3,Adventure,0
12.4,1,Comedy,0
1,1,Drama,25
3,1,Documentary,0
12.4,1,Drama,0
10.2,1,Drama,64
22,1,Comedy,4225
5,30,Comedy,9625
18.2,1,Action,19267
1,20,Drama,797
5.8,1,Comedy,0
1,1,Comedy,0
1.2,3,Documentary,0
4.8,1,Drama,4174
10.2,1,Drama,1029
1,5.5,Adventure,29
7,1,Thriller,26280
1.6667,1,Comedy,0
10.6,1,Drama,155
11.4,1,Comedy,56
1.3333,1,Comedy,0
2.8,1,Adventure,0
13.8,1,Action,1360
7,30,Drama,28
1,1,Fantasy,0
28,30,Adventure,108928
1,1,Drama,1942
3.3333,1,Action,0
6.4,8,Adventure,19311
2.6,1,Drama,0
1.2,1,Drama,958
18.2,1,Animation,0
9.8,3,Documentary,1472
1.4,1,Drama,797
8.8,1,Family,875
6.6,1,Drama,222
6.6,1,Drama,43
10.2,1,Adventure,31
18.6,1,Drama,0
3.25,1,Drama,108
12.4,1,Drama,267
7.3333,1,Drama,0
1,1,Drama,109
1,1,Documentary,6073
20,1,Comedy,673
2.8,1,Comedy,0
17.2,3,Drama,56446
14.2,1,Fantasy,5214
12.6,10,Drama,12483
1,3,Drama,1514
4.8,1,Drama,9187
18,1,Drama,76
10.8,1,Comedy,3472
2,1,Comedy,71
8.4,1,Adventure,26
7.8,1,Comedy,128
2.8,20,Drama,5318
24,8,Comedy,37397
16.2,1,Drama,2833
1.75,1,Horror,45795
16.2,5,Drama,11166
24.6,1,Action,13373
1.6,1,Drama,69
1.8,1,Drama,28
12.6,1,Drama,26
6.8,1,Drama,0
1.2,1,Drama,266
2.8,1,Drama,117
20,1,Drama,169
10.8,20,Action,4404
24.2,20,Adventure,188607
2.2,1,Action,71
7.2,1,Drama,5879
8,1,Adventure,0
2.2,1,Action,64
9.8,1,Drama,294
1.2,1,Drama,1568
1,1,Horror,0
1.6,8,Drama,4067
7.4,1,Drama,0
1,1,?,4009
4.5,20,History,0
1,20,Documentary,0
10.25,3,Drama,219
1.25,1,Thriller,0
14.4,1,Animation,734
14.4,1,Comedy,1133
7.8,1,Drama,509
24.2,1,Drama,7336
22,20,Adventure,139429
26,10,Adventure,27082
1,1,Drama,0
26,20,Adventure,38949
4.8,1,Drama,0
20,30,Drama,113506
2.8,1,Comedy,10388
1,1,Documentary,7384
6.6,1,Comedy,3471
1,1,Drama,2239
30,1,Adventure,2276
20,1,Documentary,42
12,10,Drama,375
1.2,3,Comedy,0
4.8,1,Drama,66755
16,2,Adventure,106584
1,1,Comedy,489
10.25,1,Drama,1124
3.75,1,Comedy,0
19,1,Horror,3654
20,5,Comedy,33835
22.6,1,Comedy,3763
22,1,Adventure,37118
12.75,3,Fantasy,44402
1,1,Drama,63
2.8,1,Horror,720
16,3,Horror,11529
6.4,1,Drama,74
9,1,Comedy,144
2.75,1,Documentary,3231
1,1,Comedy,0
28,1,Drama,775
26,20,Adventure,104433
34,1,Adventure,34074
2.8,1,Comedy,22
1.2,1,Drama,295
1.4,3,Drama,252
3.8,8,Adventure,7964
13.4,1,Drama,40225
1,1,Comedy,39
12.8,1,Drama,0
20,10,Action,13452
14.2,1,Drama,109
11.2,20,Comedy,595
8.8,1,Animation,11787
15.6,1,Drama,3808
18.6,20,Fantasy,126020
20,1,Drama,374
3.25,1,Drama,0
22,1,Drama,59314
12.2,20,Adventure,14056
5.75,20,Documentary,419
10.2,1,Action,5431
8.6,1,Drama,0
4,1,Horror,0
21,1,Adventure,33440
14.2,1,Adventure,6422
26,40,Drama,4441
7,1,Drama,0
26,30,Action,12752
8,10,Adventure,434
22,1,Action,9871
19.2,20,Action,92171
20,5,Drama,3323
18.6,3,Animation,282
3.25,1,Comedy,0
2.4,1,Comedy,136
1.2,1,Comedy,0
2.8,5,Thriller,157
22.2,20,Drama,3481
20.2,1,Fantasy,12243
12.6,1,Comedy,9598
30,1,Drama,44118
24,30,Drama,2955
22.2,1,Drama,15492
16,3,Drama,180
6.2,10,Drama,0
18,1,Drama,4903
24,1,Action,0
12.2,1,Adventure,0
1,3,War,0
16,1,Horror,9552
2.75,1,Drama,29
12.2,1,Drama,25
18,1,Horror,30688
13.2,1,Action,0
1,1,Documentary,0
7.75,1,Drama,42
1,1,Drama,129
3.2,1,Drama,46
22.6,1,Drama,167173
15,20,Drama,7560
3.6,3,'Science Fiction',3152
13,1,Comedy,21330
1.25,2,?,0
17,1,Adventure,61511
7.5,3,Adventure,526
10.8,3,Adventure,5903
20.2,3,Animation,142811
20.6,30,Fantasy,32095
14.4,30,Animation,26493
24,20,Drama,14291
1.2,1,Action,0
13,1,Drama,0
6.6,5,Drama,2570
1,1,Adventure,35
1,1,Drama,74
13.25,1,Animation,0
12.75,1,Adventure,0
2.6,1,Fantasy,60
1.2,1,Action,26
1,1,Drama,0
14.6,1,Adventure,32461
2.2,1,Drama,0
1.25,1,Drama,501
19.2,1,Drama,26333
14.8,3,Drama,2952
26.6,20,Comedy,6373
12.2,1,Comedy,0
14.2,1,Drama,38
10.2,3,Action,2900
1,1,Documentary,0
1,1,Documentary,1199
1,1,Thriller,195
2,3,Drama,0
3.5,1,Drama,1105
10.6,20,Drama,59858
1.3333,1,Romance,36614
1.6,1,Drama,0
3.8,1,Comedy,0
26.2,1,Comedy,10667
25,1,Drama,1503
8.4,1,Comedy,150
10.2,3,Drama,98
8.6,1,Adventure,398
2.8,1,?,0
8,1,Drama,0
1.3333,3,Action,289
1.2,1,Comedy,145
1,1,Drama,44
4.8,3,Adventure,0
2,20,Drama,351
1,1,Documentary,210
24,3,Comedy,3423
1.4,1,Drama,123
1,1,?,0
34,20,Adventure,63925
20,1,Drama,2927
18,1,Drama,16321
20,20,Drama,193354
22.2,1,Drama,17805
15.2,1,Adventure,8906
24,12.5,Action,18405
24,1,Thriller,6747
28,20,Drama,33878
18,1,Drama,2508
6.5,3,Drama,165
30,20,Comedy,2406
8.6,3,Drama,0
1,1,Drama,0
2.2,1,Horror,1269
18,1,Drama,27722
1.5,1,Documentary,108
13,1,Drama,10465
10.4,1,Action,27
1.2,1,Drama,0
3.6,1,Drama,0
2,1,Music,521
6.2,3,Drama,0
20.6,1,Drama,1890
16,1,Drama,31
22.4,30,Drama,112430
12.4,20,Animation,16071
2,1,Drama,0
1,3,Drama,1380
8.5,1,Drama,0
3.25,1,?,0
8.4,1,Thriller,324
2,1,Drama,35602
2.8,1,Horror,0
4,3,Comedy,291
1,1,Drama,0
2.2,1,Drama,0
6.8,1,Drama,0
1,3,Action,383
8,1,Crime,0
35,3,Documentary,299
7.4,1,Action,0
13.2,3,Drama,0
5.2,3,Drama,0
13.4,20,Comedy,6488
5.2,8,Documentary,1235
1,20,Drama,346
3,5,Drama,0
16.2,1,Action,4193
1.2,3,Comedy,0
1,3,Drama,0
8.8,1,Comedy,83
18,20,Adventure,3458
14.5,1,Drama,0
22,30,Drama,186164
24,10,Adventure,149737
22,3,Drama,100254
24,20,Drama,45016
17,20,Adventure,180770
20.4,20,Drama,11943
26,8,Adventure,29322
24,30,Drama,7387
28,40,Drama,125574
26,1,Adventure,123937
19.6,1,Adventure,16188
28,3,Drama,2752
15,1,Drama,932
6,1,Adventure,829
23.6,1,Drama,10456
1,1,Drama,153
1.4,1,Action,0
1.8,1,Drama,0
3.4,3,Drama,0
1,3,Adventure,0
24.2,3,Drama,6629
5,3,Comedy,2233
10.4,1,Comedy,0
1,1,Drama,0
20,20,Action,4285
30,20,Adventure,155366
8.6,1,Horror,0
1,1,?,0
30,20,Action,3446
24,1,Thriller,8856
1,1,Comedy,0
13.2,1,Drama,6187
20.2,1,Drama,2209
2.4,1,Drama,767
1,1,Drama,0
6.2,10,Thriller,19776
16.4,1,Drama,4074
8.8,1,Action,213
16.2,1,Comedy,3317
6,1,Drama,920
8.2,1,Drama,35
12.4,3,Adventure,1016
30,20,Adventure,126699
6.8,1,Action,0
1.75,1,Drama,1448
11.8,1,Horror,4691
15.6,8,Comedy,0
7.4,1,Horror,7744
10.8,3,Fantasy,24901
28.4,20,Horror,69105
11.6,1,Drama,40448
8.6,1,Drama,0
14.4,1,Comedy,0
1,1,Action,115
3.75,8,?,0
14.4,1,Drama,9884
12.2,1,Fantasy,20991
1,1,Horror,0
18.6,10,Comedy,4812
22.4,30,Fantasy,137454
20.2,30,Drama,28022
18.4,20,Drama,88850
20,1,Adventure,6951
23,20,Comedy,6368
1.2,3,Drama,2179
3.25,1,Drama,181
20.6,1,Fantasy,21274
16,1,Drama,4329
13.6,1,Action,9366
20.2,1,Adventure,3220
18,1,Drama,1268
28,1,Drama,844
24,1,Adventure,36971
21,3,Adventure,48312
20,1,Drama,16878
2.6,1,Horror,4899
14,1,Adventure,8574
1,1,Documentary,37
1.2,1,Drama,43
18,30,Drama,24731
1,20,Drama,141
17.5,10,Adventure,28
6.4,1,Drama,18
15.6,1,Drama,2007
23,8,Drama,6783
1.2,1,Drama,0
1.6,3,Drama,220
2,1,Comedy,0
1.2,1,Drama,2658
22,6.5,Animation,15243
18.2,1,Drama,9281
20,1,Comedy,4956
1.2,1,Drama,304
1,1,Drama,22481
24,20,Drama,121585
17,1,Comedy,3157
19,1,Drama,53129
6.8,1,Drama,6520
20.6,1,Drama,20165
12.2,1,Drama,56059
1.2,1,Drama,3288
18.4,1,Drama,4354
18,1,Drama,16059
13.2,1,Drama,0
6.8,1,Documentary,37
5.75,1,Comedy,0
6.6,1,Drama,0
28,5,Adventure,67112
30,1,Drama,584
8.6,7.3333,Animation,19554
26,3,Thriller,4151
24,20,Thriller,184536
6.6,1,Action,15619
26,3,Drama,34443
26,1,Comedy,4789
16.4,3,Drama,21935
17.2,1,Drama,43142
40,3,Adventure,69466
24,30,Adventure,71931
20.6,1,Drama,67424
15.25,40,Drama,21
20,1,Adventure,8486
34,20,Adventure,98400
30,20,Adventure,147994
12.6,20.5,Adventure,19941
1.5,1,Horror,1600
12.2,2,Comedy,2272
24,3,Fantasy,76362
12.4,3,Comedy,20097
26,1,Drama,4585
10.4,20,Drama,2932
6.8,30,Drama,12027
13.2,1,Horror,5374
13.6,20,Adventure,17283
14.4,1,Drama,22948
24,15,Adventure,40028
8.6,8,Drama,213793
1.4,1,Action,32
2,1,Comedy,0
10,1,Comedy,0
26,20,Drama,13186
1,1,Drama,194243
18.2,1,Adventure,26954
18.6,3,Adventure,3877
12,1,Fantasy,0
11.4,1,Drama,264440
13,1,Drama,26
4.6,1,?,0
20.25,1,Action,3146
24,1,Drama,6370
32,1,Drama,7238
2.8,1,Thriller,96
6.6,1,Drama,6477
10.4,20,Drama,109
10.5,1,Horror,4864
3.25,1,Drama,0
22.4,20,Drama,15209
18.2,1,Fantasy,13601
1,1,Comedy,0
26.2,3,Action,4257
9,1,Horror,5621
24,1,Animation,22980
16.2,1,Adventure,927
16.2,1,Comedy,2706
13.4,20,Drama,5217
6.2,1,Drama,4626
6.6,1,Drama,177
3.2,1,Comedy,0
4.5,1,Fantasy,0
5.8,4.5,Drama,6856
6.6,5,Drama,4154
8.6,1,Comedy,0
13.75,8,?,0
2.8,1,Documentary,379
12.4,1,Drama,0
14.4,1,Drama,1952
11.5,1,Thriller,0
18,1,Adventure,2069
1.6,1,Action,70
1.2,1,Drama,12847
1.25,1,Drama,6122
2.8,1,Horror,469
1,1,Drama,0
19.6,1,Drama,6388
8.5,1,Documentary,0
5.8,1,Thriller,0
3.25,1,Fantasy,0
1,1,Action,0
16.2,1,Horror,862
22,3,Comedy,551
2.8,30,Drama,1489
4.8,1,Action,0
1.6,1,Animation,0
16,5,Comedy,4383
14.2,1,Drama,1833
1.2,1,Comedy,0
1.8,1,Drama,131
28,20,Adventure,72548
16.4,1,Drama,26178
3.3333,1,Horror,8714
18,21.6667,Animation,84786
20,30,Comedy,539
1,1,Adventure,5472
22.2,1,Drama,4418
17,20,Drama,12232
1,1,Documentary,56312
1,1,Drama,14188
18.6,1,Horror,135
23,30,Fantasy,21587
16.8,1,Drama,9440
1,1,Drama,0
32,1,Fantasy,39152
1.4,1,Drama,0
9.4,4.5,Drama,6296
8.6,3,Adventure,2212
2.8,1,Horror,0
1.2,3,Horror,0
1,1,Drama,0
16.4,1,Action,16983
7.4,1,Family,0
26,20,Comedy,38567
6.4,3,Drama,79
26,20,Thriller,4206
12.4,20,Horror,8338
22,10,Drama,3992
17.6,2,Drama,2321
16.4,1,Drama,750
32,1,Drama,11669
12.6,1,Comedy,4142
18,1,Horror,51783
20.4,1,Action,51540
10.8,1,Comedy,182
24,3,Drama,8699
18,1,Comedy,1972
13.2,20,Adventure,128936
28,1,Drama,100041
30,3,Drama,157593
22,1,Drama,2653
17.2,30,Adventure,34939
24,3,Adventure,93773
14,1,Adventure,30887
1,1,Drama,3437
3.25,1,Horror,2989
46,30,Action,109625
1.2,1,Comedy,0
22,16.6667,Drama,196365
20.6,20,Drama,50050
34,1,Drama,14454
20.6,1,Adventure,16121
2.25,1,Drama,149
13.8,1,Drama,0
2.8,1,Horror,7380
3.2,1,Drama,0
4,3,Drama,0
9.8,20,Comedy,3131
2.4,3,Fantasy,13707
10.8,5,Drama,27
9,1,Comedy,1466
24,1,Drama,885
15,8,Drama,10823
15.6,1,Drama,277
1,1,Documentary,283
17.6,3,Drama,5910
8.8,20,Drama,2786
20,1,Thriller,1185
22,1,Drama,505
10.8,10.5,Documentary,287
1.2,1.4,Horror,3198
9,1,Drama,1120
6.8,1,Drama,410
26,30,Drama,88954
3.6,1,Comedy,72
9,1,Drama,98648
8.75,1,Comedy,784
7.2,1,Drama,13745
1,1,Drama,2280
7,3,Drama,2521
7.5,1,Adventure,0
1.4,1,Drama,298
5.75,1,Comedy,8787
1.4,1,Horror,0
3.5,8,Action,1073
