@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-7'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute box_office numeric

@data
1,1,Comedy,1537649
1.2,3,Documentary,39842
4.8,1,Drama,17511906
10.2,1,Drama,11790979
1,5.5,Adventure,11234220
7,1,Thriller,4
1.6667,1,Comedy,9016377
10.6,1,Drama,135893
11.4,1,Comedy,9566593
1.3333,1,Comedy,9
2.8,1,Adventure,7
13.8,1,Action,36893721
7,30,Drama,13300000
1,1,Fantasy,273644
28,30,Adventure,467365246
1,1,Drama,115605
3.3333,1,Action,6000000
6.4,8,Adventure,103071443
2.6,1,Drama,145000
1.2,1,Drama,809000
18.2,1,Animation,100202
9.8,3,Documentary,98441954
1.4,1,Drama,208475
8.8,1,Family,12000000
6.6,1,Drama,146402
6.6,1,Drama,14944
10.2,1,Adventure,3983912
18.6,1,Drama,59227
3.25,1,Drama,2295733
12.4,1,Drama,693181
7.3333,1,Drama,1281176
1,1,Drama,20666
1,1,Documentary,1339650
20,1,Comedy,22270
2.8,1,Comedy,464991
17.2,3,Drama,33662874
14.2,1,Fantasy,342695435
12.6,10,Drama,5332926
1,3,Drama,170030016
4.8,1,Drama,1776935
18,1,Drama,1044824
10.8,1,Comedy,35387212
2,1,Comedy,531826
8.4,1,Adventure,9172000
7.8,1,Comedy,10967
2.8,20,Drama,1759252
24,8,Comedy,288383523
16.2,1,Drama,10654385
1.75,1,Horror,157887643
16.2,5,Drama,114156230
24.6,1,Action,741875
1.6,1,Drama,5708
1.8,1,Drama,48132
12.6,1,Drama,258464
6.8,1,Drama,408339
1.2,1,Drama,7630000
2.8,1,Drama,183640
20,1,Drama,10
10.8,20,Action,85564310
24.2,20,Adventure,694713380
2.2,1,Action,8262833
7.2,1,Drama,253899
8,1,Adventure,136000000
2.2,1,Action,11171900
9.8,1,Drama,3878993
1.2,1,Drama,4627375
1,1,Horror,35456
1.6,8,Drama,3218666
7.4,1,Drama,17500000
1,1,?,2700000
4.5,20,History,71666
1,20,Documentary,11410
10.25,3,Drama,31649
1.25,1,Thriller,2
14.4,1,Animation,13521829
14.4,1,Comedy,37710610
7.8,1,Drama,876302
24.2,1,Drama,22939027
22,20,Adventure,958400000
26,10,Adventure,301000000
1,1,Drama,198
26,20,Adventure,89289910
4.8,1,Drama,1300000
20,30,Drama,177584879
2.8,1,Comedy,100000000
1,1,Documentary,14624826
6.6,1,Comedy,34942188
1,1,Drama,3770657
30,1,Adventure,15240456
20,1,Documentary,7518876
12,10,Drama,6775121
1.2,3,Comedy,1957000
4.8,1,Drama,17636261
16,2,Adventure,877244782
1,1,Comedy,22772019
10.25,1,Drama,342519
3.75,1,Comedy,9816332
19,1,Horror,24922237
20,5,Comedy,187361754
22.6,1,Comedy,1749457
22,1,Adventure,160078586
12.75,3,Fantasy,8106475
1,1,Drama,20728
2.8,1,Horror,78396
16,3,Horror,16374328
6.4,1,Drama,187349
9,1,Comedy,621951
2.75,1,Documentary,8212430
1,1,Comedy,1248748
28,1,Drama,201146
26,20,Adventure,334615000
34,1,Adventure,396600000
2.8,1,Comedy,8026971
1.2,1,Drama,101236
1.4,3,Drama,20000000
3.8,8,Adventure,17555141
13.4,1,Drama,1332231
1,1,Comedy,38261
12.8,1,Drama,133771
20,10,Action,152930623
14.2,1,Drama,1062253
11.2,20,Comedy,1378
8.8,1,Animation,11411644
15.6,1,Drama,1279
18.6,20,Fantasy,151119219
20,1,Drama,63931
3.25,1,Drama,55282
22,1,Drama,23057115
12.2,20,Adventure,4430765
5.75,20,Documentary,6467348
10.2,1,Action,3964682
8.6,1,Drama,399611
4,1,Horror,9797098
21,1,Adventure,29000000
14.2,1,Adventure,17425000
26,40,Drama,36160375
7,1,Drama,700183
26,30,Action,208076205
8,10,Adventure,432274
22,1,Action,82087155
19.2,20,Action,47042000
20,5,Drama,17273593
18.6,3,Animation,18662027
3.25,1,Comedy,321000
2.4,1,Comedy,14166853
1.2,1,Comedy,7553105
2.8,5,Thriller,1200000
22.2,20,Drama,587615
20.2,1,Fantasy,224803475
12.6,1,Comedy,72417394
30,1,Drama,110206216
24,30,Drama,15478800
22.2,1,Drama,3542353
16,3,Drama,355688
6.2,10,Drama,4900000
18,1,Drama,35485056
24,1,Action,44806783
12.2,1,Adventure,2346150
1,3,War,2000000
16,1,Horror,28128670
2.75,1,Drama,3777141
12.2,1,Drama,614202
18,1,Horror,52302796
13.2,1,Action,5669831
1,1,Documentary,40836
7.75,1,Drama,17530973
1,1,Drama,404
3.2,1,Drama,4100000
22.6,1,Drama,482860185
15,20,Drama,15395087
3.6,3,'Science Fiction',11212294
13,1,Comedy,3142154
1.25,2,?,195000
17,1,Adventure,538983207
7.5,3,Adventure,55260558
10.8,3,Adventure,40547440
20.2,3,Animation,743559607
20.6,30,Fantasy,245527149
14.4,30,Animation,81491068
24,20,Drama,3029870
1.2,1,Action,1600000
13,1,Drama,316000
6.6,5,Drama,5728213
1,1,Adventure,917600
1,1,Drama,111000
13.25,1,Animation,3
12.75,1,Adventure,1997807
2.6,1,Fantasy,17850711
1.2,1,Action,9700000
1,1,Drama,1328612
14.6,1,Adventure,183018522
2.2,1,Drama,99502
1.25,1,Drama,15
19.2,1,Drama,60965854
14.8,3,Drama,95404397
26.6,20,Comedy,142044638
12.2,1,Comedy,46352
14.2,1,Drama,2832826
10.2,3,Action,23109809
1,1,Documentary,99303
1,1,Documentary,429766
1,1,Thriller,101186
2,3,Drama,1268793
3.5,1,Drama,42070
10.6,20,Drama,5774854
1.3333,1,Romance,1029455
1.6,1,Drama,6660000
3.8,1,Comedy,30000000
26.2,1,Comedy,30426096
25,1,Drama,610986
8.4,1,Comedy,30
10.2,3,Drama,951179
8.6,1,Adventure,3100000
2.8,1,?,2260616
8,1,Drama,50
1.3333,3,Action,3919731
1.2,1,Comedy,3867000
1,1,Drama,43880
4.8,3,Adventure,7465423
2,20,Drama,4684165
1,1,Documentary,664747
24,3,Comedy,165184237
1.4,1,Drama,2011837
1,1,?,18000000
34,20,Adventure,198802074
20,1,Drama,10324441
18,1,Drama,1406224
20,20,Drama,351040419
22.2,1,Drama,55247881
15.2,1,Adventure,150962475
24,12.5,Action,201585328
24,1,Thriller,37930465
28,20,Drama,78054825
18,1,Drama,3099314
6.5,3,Drama,2900000
30,20,Comedy,44907260
8.6,3,Drama,590000
1,1,Drama,1486992
2.2,1,Horror,10126458
18,1,Drama,177243185
1.5,1,Documentary,223959
13,1,Drama,127730736
10.4,1,Action,3418141
1.2,1,Drama,8153677
3.6,1,Drama,3337685
2,1,Music,4358000
6.2,3,Drama,3200000
20.6,1,Drama,5206
16,1,Drama,518865
22.4,30,Drama,232617430
12.4,20,Animation,150406466
2,1,Drama,1110566
1,3,Drama,72500000
8.5,1,Drama,330048
3.25,1,?,314195
8.4,1,Thriller,807535
2,1,Drama,225861
2.8,1,Horror,2750741
4,3,Comedy,14870
1,1,Drama,2592808
2.2,1,Drama,300000
6.8,1,Drama,5000000
1,3,Action,18035000
8,1,Crime,1750000
35,3,Documentary,386749
7.4,1,Action,1300000
13.2,3,Drama,1700000
5.2,3,Drama,11787127
13.4,20,Comedy,96070507
5.2,8,Documentary,18663238
1,20,Drama,8452
3,5,Drama,840000
16.2,1,Action,19560274
1.2,3,Comedy,400134
1,3,Drama,6000000
8.8,1,Comedy,1369280
18,20,Adventure,74597643
14.5,1,Drama,18634643
22,30,Drama,425368238
24,10,Adventure,1215439994
22,3,Drama,28258060
24,20,Drama,286140700
17,20,Adventure,407602906
20.4,20,Drama,24261569
26,8,Adventure,491868548
24,30,Drama,5501662
28,40,Drama,232324128
26,1,Adventure,433677183
19.6,1,Adventure,114178613
28,3,Drama,1969193
15,1,Drama,63543328
6,1,Adventure,623528
23.6,1,Drama,8038061
1,1,Drama,3
1.4,1,Action,500000
1.8,1,Drama,500000
3.4,3,Drama,500000
1,3,Adventure,20000000
24.2,3,Drama,38502340
5,3,Comedy,88025781
10.4,1,Comedy,11000000
1,1,Drama,3000000
20,20,Action,9489829
30,20,Adventure,691210692
8.6,1,Horror,2413427
1,1,?,6909775
30,20,Action,33372606
24,1,Thriller,29657751
1,1,Comedy,27000000
13.2,1,Drama,9612469
20.2,1,Drama,2128186
2.4,1,Drama,25034000
1,1,Drama,93
6.2,10,Thriller,15699707
16.4,1,Drama,55125
8.8,1,Action,16700000
16.2,1,Comedy,30551495
6,1,Drama,1439000
8.2,1,Drama,667
12.4,3,Adventure,176669
30,20,Adventure,403170142
6.8,1,Action,1
1.75,1,Drama,20374201
11.8,1,Horror,64626786
15.6,8,Comedy,234989584
7.4,1,Horror,8493728
10.8,3,Fantasy,149217355
28.4,20,Horror,240159255
11.6,1,Drama,114956699
8.6,1,Drama,54800
14.4,1,Comedy,1102469
1,1,Action,6011000
3.75,8,?,2390525
14.4,1,Drama,6038942
12.2,1,Fantasy,51854875
1,1,Horror,1105114
18.6,10,Comedy,149673788
22.4,30,Fantasy,549368315
20.2,30,Drama,27603069
18.4,20,Drama,531865000
20,1,Adventure,118338361
23,20,Comedy,53909751
1.2,3,Drama,34522221
3.25,1,Drama,1258000
20.6,1,Fantasy,112265139
16,1,Drama,22044277
13.6,1,Action,40346186
20.2,1,Adventure,50365377
18,1,Drama,68945
28,1,Drama,957240
24,1,Adventure,355692760
21,3,Adventure,371876278
20,1,Drama,196114570
2.6,1,Horror,205703818
14,1,Adventure,63327201
1,1,Documentary,282448
1.2,1,Drama,2209023
18,30,Drama,275293450
1,20,Drama,57862
17.5,10,Adventure,1304192
6.4,1,Drama,4100000
15.6,1,Drama,3696232
23,8,Drama,3665069
1.2,1,Drama,966878
1.6,3,Drama,8
2,1,Comedy,4810190
1.2,1,Drama,5576725
22,6.5,Animation,348840316
18.2,1,Drama,5634828
20,1,Comedy,7448385
1.2,1,Drama,676045
1,1,Drama,122550
24,20,Drama,72689
17,1,Comedy,6483963
19,1,Drama,120081841
6.8,1,Drama,10759
20.6,1,Drama,136836156
12.2,1,Drama,133432856
1.2,1,Drama,138730
18.4,1,Drama,12355798
18,1,Drama,77278331
13.2,1,Drama,10082
6.8,1,Documentary,286201
5.75,1,Comedy,8000000
6.6,1,Drama,3003296
28,5,Adventure,286168572
30,1,Drama,972512
8.6,7.3333,Animation,60487945
26,3,Thriller,13551174
24,20,Thriller,117698894
6.6,1,Action,81272766
26,3,Drama,218340595
26,1,Comedy,9504139
16.4,3,Drama,35057696
17.2,1,Drama,17693675
40,3,Adventure,312573423
24,30,Adventure,415440673
20.6,1,Drama,187000000
15.25,40,Drama,212483
20,1,Adventure,174578751
34,20,Adventure,644571402
30,20,Adventure,378858340
12.6,20.5,Adventure,108348
1.5,1,Horror,101758490
12.2,2,Comedy,54819301
24,3,Fantasy,358375603
12.4,3,Comedy,179379533
26,1,Drama,79700000
10.4,20,Drama,22321
6.8,30,Drama,2054941
13.2,1,Horror,47241945
13.6,20,Adventure,117831631
14.4,1,Drama,145000000
24,15,Adventure,183987723
8.6,8,Drama,95311434
1.4,1,Action,28000000
2,1,Comedy,3800000
10,1,Comedy,3745000
26,20,Drama,48126384
1,1,Drama,48000000
18.2,1,Adventure,107139399
18.6,3,Adventure,5446000
12,1,Fantasy,1221366
11.4,1,Drama,426480871
13,1,Drama,4710749
4.6,1,?,9814000
20.25,1,Action,39881
24,1,Drama,1585582
32,1,Drama,63100000
2.8,1,Thriller,17011
6.6,1,Drama,99357138
10.4,20,Drama,3759582
10.5,1,Horror,85446075
3.25,1,Drama,1160268
22.4,20,Drama,167221571
18.2,1,Fantasy,347434178
1,1,Comedy,12935800
26.2,3,Action,16863583
9,1,Horror,209696
24,1,Animation,282570682
16.2,1,Adventure,126546518
16.2,1,Comedy,104907746
13.4,20,Drama,10337387
6.2,1,Drama,34
6.6,1,Drama,1703282
3.2,1,Comedy,45779
4.5,1,Fantasy,1089000
5.8,4.5,Drama,1428291
6.6,5,Drama,704
8.6,1,Comedy,2685453
13.75,8,?,24441725
2.8,1,Documentary,4074023
12.4,1,Drama,6278139
14.4,1,Drama,540152
11.5,1,Thriller,406881
18,1,Adventure,24719215
1.6,1,Action,3358
1.2,1,Drama,469947
1.25,1,Drama,49000000
2.8,1,Horror,36433975
1,1,Drama,19660000
19.6,1,Drama,18100189
8.5,1,Documentary,152
5.8,1,Thriller,5780000
3.25,1,Fantasy,73000
1,1,Action,2100000
16.2,1,Horror,9627492
22,3,Comedy,175706
2.8,30,Drama,303877
4.8,1,Action,407500
1.6,1,Animation,1267198
16,5,Comedy,68267862
14.2,1,Drama,12186625
1.2,1,Comedy,21058000
1.8,1,Drama,20000000
28,20,Adventure,125537191
16.4,1,Drama,180274123
3.3333,1,Horror,10158000
18,21.6667,Animation,746921274
20,30,Comedy,1000000
1,1,Adventure,7401480
22.2,1,Drama,59418613
17,20,Drama,868439
1,1,Documentary,2550508
1,1,Drama,1636666
18.6,1,Horror,1189612
23,30,Fantasy,197687603
16.8,1,Drama,34564651
1,1,Drama,37
32,1,Fantasy,306941670
1.4,1,Drama,13645556
9.4,4.5,Drama,9696204
8.6,3,Adventure,25345000
2.8,1,Horror,161362
1.2,3,Horror,229600
1,1,Drama,6086224
16.4,1,Action,32204030
7.4,1,Family,70
26,20,Comedy,73244881
6.4,3,Drama,65352
26,20,Thriller,1353868
12.4,20,Horror,77712439
22,10,Drama,82966152
17.6,2,Drama,4417580
16.4,1,Drama,5310554
32,1,Drama,53676580
12.6,1,Comedy,77112176
18,1,Horror,116980662
20.4,1,Action,376141306
10.8,1,Comedy,11417362
24,3,Drama,105200903
18,1,Comedy,41863726
13.2,20,Adventure,471222889
28,1,Drama,205738714
30,3,Drama,441809770
22,1,Drama,114281051
17.2,30,Adventure,243843127
24,3,Adventure,609123048
14,1,Adventure,272912430
1,1,Drama,16000000
3.25,1,Horror,142817992
46,30,Action,788679850
1.2,1,Comedy,17808683
22,16.6667,Drama,130482868
20.6,20,Drama,68263166
34,1,Drama,13231461
20.6,1,Adventure,8784318
2.25,1,Drama,5355847
13.8,1,Drama,134634
2.8,1,Horror,14347000
3.2,1,Drama,6100000
4,3,Drama,337812
9.8,20,Comedy,1653792
2.4,3,Fantasy,21107746
10.8,5,Drama,8326
9,1,Comedy,1243961
24,1,Drama,1576687
15,8,Drama,327345
15.6,1,Drama,24995
1,1,Documentary,714544
17.6,3,Drama,3325038
8.8,20,Drama,4007792
20,1,Thriller,419953
22,1,Drama,376597
10.8,10.5,Documentary,288312
1.2,1.4,Horror,100345
9,1,Drama,3200000
6.8,1,Drama,49028000
26,30,Drama,33400000
3.6,1,Comedy,35000000
9,1,Drama,44349000
8.75,1,Comedy,29007412
7.2,1,Drama,140470746
1,1,Drama,11
7,3,Drama,911466
7.5,1,Adventure,18
1.4,1,Drama,29193330
5.75,1,Comedy,306724
1.4,1,Horror,7438702
3.5,8,Action,51000000
7,1,Drama,5200000
3,3,Adventure,83686340
10.4,1,Comedy,7211180
22,1,Drama,8303261
1.2,1,Action,9000000
8,1,Fantasy,17801
20,20,Drama,12077441
17.8,5,Comedy,7200039
15.25,25,Drama,32935319
30,8,Adventure,362637473
3,1,Drama,19839492
24,8,Comedy,19422261
1.2,1,Comedy,40924982
2.8,1,Drama,102780
16.2,30,Drama,28883511
30,20,Adventure,440603537
1,5.5,Drama,201607
24,1,Action,98337295
16.4,3,Comedy,58058367
7,1,?,2
3.25,1.5769,Horror,21660
14.2,1,Drama,22930
28,1,Drama,12096300
18.6,30,Drama,19633027
18.4,1,Drama,2401510
18.2,20,Drama,161772375
12.6,1,Drama,8887603
22,3,Drama,4861022
4.8,1,Action,807947
24,1,Comedy,21819348
13.8,1,Drama,2474000
28,5.75,Comedy,32438988
12.6,1,Action,73100172
2.8,1,Adventure,609016565
20.4,1,Drama,9636289
6.6,1,Drama,24637469
14,1,Comedy,119772232
12.6,3,Drama,431326
11.2,1,Drama,7594693
2.6,3,Drama,4129250
1,1,Drama,1157160
10.2,1,Adventure,101702060
17.2,30,Drama,84606030
14,1,Drama,366377
28.6,1,Drama,1663931
14.2,20,Comedy,88058786
6.8,1,Horror,3010
20,20,Documentary,338987
5.75,3,Adventure,1778391
1.5,1,Comedy,147542
8.8,20,Action,13
11.2,1,Comedy,30905
1,1,Drama,34000000
5.75,1,Drama,2802459
1,5,Romance,495
26,30,Adventure,1091405097
10.4,1,Horror,3838
18.2,1,Drama,1162635
4.8,1,Horror,13101672
1,1,Drama,13954476
8.4,1,Drama,21291
16.4,8,Animation,970761885
5.8,1,Western,39598448
20,3,Adventure,9747
8.8,1,Horror,18112929
10.4,3,Thriller,135004
15.25,3,Drama,525
3.25,1,Action,4105187
16,30,Action,30353232
1,3,Fantasy,34153101
8.4,1,Drama,784990
5.75,1,Drama,1718328
14,1,Drama,9622846
26,20,Drama,90247624
1.8,1,Drama,215496
1.2,1,Drama,355962
8.8,1,Drama,25762027
11,1,Drama,5380251
11.8,10,Action,15608545
18.2,1,Drama,66351
24,3,Drama,132820716
6.6,30,Drama,743445
11.6,1,Drama,458815
22.4,20,Drama,12434778
16,10,Adventure,477200000
4.6,1,Drama,2232450
1.2,1,Drama,324136
3.2,1,Drama,930349
40,20,Adventure,1405035767
14.8,2,Comedy,169837010
4.75,3,Horror,1632
34,25,Adventure,714766572
8.8,1,Comedy,252603
1,1,Fantasy,9938268
2.8,3,Horror,1081
7.2,1,Documentary,32726956
16.2,3,Drama,102388
5,1,Adventure,48600000
2,1,Comedy,2278425
24,1,Adventure,758539785
16,1,Fantasy,89237
1,1,Drama,1620436
1,10,Comedy,174102
7.75,1,Drama,3206713
4.8,3,Fantasy,641100
1,1,Drama,14000000
3.4,4.1667,Drama,119
4.8,1,Drama,16800000
17,1,Drama,21587700
6.6,1,Horror,3401771
1,3,Thriller,130000
8.8,1,Drama,120680
1.8,1,Drama,15
22.4,30,Drama,392000694
30,20,Action,15008161
9.4,4.5,Comedy,48065672
1.25,1,Drama,551
3.8,1,Animation,862
24.4,20,Drama,71009334
1,1,Drama,702851
8,1,Action,2228951
5.6,1,Drama,2028612
20,10,Comedy,246984278
16.6,8,Drama,95000000
17,1,Comedy,362000072
20.2,20,Comedy,173649015
18,1,Animation,248384621
5.8,1,Drama,56825
10.4,3,Drama,30655
1.6,20,Drama,12250
5,1,Drama,2341226
1,1,Drama,1310673
7.2,3,Fantasy,857522
16.2,1,Drama,318982
22,1,Drama,40400
1,5,Action,16000000
18,1,Drama,81071
21.6,1,Drama,1065881
32,5,Drama,23570541
3.25,1,Drama,626724
12.6,1,Romance,97594140
11,1,Drama,5200000
8.8,1,Drama,9138338
11.2,1,Comedy,1659542
22,1,Drama,35931410
1,1,Drama,646714
18.6,1,Comedy,259207227
1,1,Comedy,1622164
20.4,1,Comedy,44000000
18,30,Adventure,188133322
12.2,1,Animation,73706
22,20,Drama,205366737
2.4,10,Action,51000000
1,1,Action,4100000
1.2,1,Adventure,61782
6.4,1,Drama,18800000
8.6,1,Adventure,17322136
10.5,1,Fantasy,2
14.2,3,Drama,57252
20,3,Action,46216641
22,3,Drama,710644566
22,20,Drama,15600000
7,1,Drama,299171
1.25,3,Drama,35297840
1.2,1,Drama,884100
14.4,3,Drama,18295
1,1,Adventure,23000000
32,20,Adventure,240000000
18.2,1,Drama,1005700
5.2,1,Drama,11879046
18.2,1,Drama,1562546
1,1,Drama,1775316
20.4,1,Horror,1402307
18.2,3,Drama,87100449
1.8,8,Horror,30668
10.6,3,Horror,74918
1.4,1,Horror,4534
9.4,1,Adventure,90565421
1.4,1,Comedy,1221832
1,10.5,Documentary,273747
5.6,1,Action,83519699
30,1,Comedy,27437881
17.6,30,Action,529076069
8.8,1,Comedy,10016934
9,1,Animation,50353002
10.8,20,Drama,3346265
12.8,3,Drama,2106557
7.3333,1,Drama,2804874
20.6,1,Drama,3428048
36,30,Adventure,747862775
6.75,1,Comedy,45250
8.4,1,Drama,610792
4,1,Drama,500000
2,1,Drama,1347747
3.6,1,Action,117629
18.4,1,Drama,20275812
1,1,Thriller,2400000
2,1,Adventure,463780
30,5,Adventure,653428261
1,3,?,2866324
8,1,Drama,15000000
2.8,1,Comedy,3423685
5.4,1,Drama,13218980
1.2,3,Horror,1000000
20,3,Drama,8138788
3.75,1,Drama,7339398
1.8,1,Comedy,471424
34,30,Action,86175291
28,1,Drama,42930462
1.4,1,Drama,700000
30,1,Drama,131940411
16.2,8,Action,158674180
24,1,Adventure,344448549
30,8,Comedy,134402450
26.4,5,Action,370541256
1.6,1,Drama,5475058
5.2,1,Documentary,125
40,1,Adventure,206172544
5.8,3,Drama,1938
18,1,Action,5750
24,8,Comedy,269994119
21,30,Horror,318000141
1,1,Fantasy,9833553
6.4,1,Horror,60141683
1,1,Fantasy,2035311
1,1,Adventure,6134438
13,3,Drama,311
1.2,1,Horror,2800000
5.8,1,Horror,14567
26,3,Drama,4636169
1.5,1,Comedy,11384015
10.8,3,Horror,14752
1,1,Documentary,111300
28,1,Adventure,521170825
8.8,1,Drama,27
28,30,Adventure,2068223624
6.4,1,Adventure,3721345
23,20,Drama,112544580
1,1,Adventure,30000000
2.75,1,Action,27
26,3,Drama,7176347
1,3,?,486937
3.25,1,Adventure,17000000
1,1,Drama,2395000
1,1,Thriller,2930000
1,1,Action,28000000
19.4,20,Drama,17508518
17.6,1,Drama,18000000
13,20,Comedy,11724119
11.6,1,Horror,25174316
5,10,Drama,444098
10.4,3,Adventure,80383290
11,20,Drama,200406
30,1,Thriller,12639297
1,1,Horror,15179302
16.2,3,Drama,5750401
17.4,1,Action,10501938
22.6,20,Drama,122126687
25.6,1,Drama,62616646
32,1,Comedy,51164106
4.8,1,Horror,78096553
10.8,3,Comedy,71625195
10.6667,1,Action,25109572
11,1,Action,1469
1,1,Comedy,885000
20,20,Adventure,268031828
1.2,3,Action,126
14.2,8,Drama,23198652
1.4,1,'Science Fiction',19450000
3.2,1,Drama,62000000
1.25,3,Adventure,5
1,1,Drama,777087
1,3,Comedy,2
1,1,?,6969292
5,30,Animation,117932401
1,8,Fantasy,24186232
26,1,Comedy,28234657
1,1,Animation,44057737
15,20,Animation,857611174
24,20,Fantasy,543514353
1.4,1,Drama,6701
4.8,1,Comedy,208000000
5.4,3,Adventure,219788712
18.4,1,Thriller,1034589
22,3,Drama,55198285
9,3,Drama,10165694
16.4,1,Drama,5867686
34,1,Drama,47351251
24,1,Drama,74188937
14.2,3,Drama,19255873
20,1,Adventure,6108720
26.4,5,Drama,1031243
30,40,Drama,154984035
1.4,5,Drama,10631747
16.2,1,Animation,455815
4.6,1,Comedy,3462
1,1,Drama,5000000
1.8,1,Adventure,24000000
20,10.5,Animation,349779543
3,1,Drama,13983
7.6667,1,Western,1400000
16,1,Drama,35022
21.6,1,Drama,19054534
1.25,1,Comedy,1672940
2.4,1,Comedy,214000
26,20,Action,192330738
5,1,Drama,10759874
22.2,1,Comedy,228
16,1,Drama,33621
7.25,1,Comedy,2159041
20,1,Drama,75143
32,30,Adventure,675120017
28,1,Adventure,288747895
28,1,Drama,103039258
8.4,1,Drama,17385830
6.6,30,Comedy,2963902
25.25,1,Drama,6854611
16,1,Horror,1784763
12.8,1,Horror,44030246
24,1,Drama,985007
18.2,1,Drama,13287735
15.6,20,Fantasy,770706
8.6,3,Adventure,9494789
14.6,1,Drama,2295423
8.6,1,Drama,2365467
24,1,Thriller,31554855
15,5,Drama,1338365
17.5,1,Thriller,68572378
16.6,8,Horror,89328627
26.2,20,Adventure,209154322
22,1,Drama,15000
16.2,1,Western,6147
1,1,Horror,21833
1.4,1,Comedy,29494
3,1,Drama,81381
2.8,1,Documentary,602042
1,3,Action,1261947
4.6,1,Drama,11666088
1,1,Horror,9195
26,3,Animation,473226958
16,1,Drama,18642
1.2,1,Drama,2107925
25.6,20,Drama,99206215
3.4,1,Drama,48965210
5.6,1,Drama,30283
12.2,1,Drama,12400000
2.4,1,Comedy,8927600
1.4,1,Adventure,14800000
24,30,Drama,8555008
1.8,10,Drama,1553826
22.2,1,Drama,176391
1.4,2,Fantasy,12400000
28.6,3,Drama,15400000
1.2,1,Drama,18000000
18.2,1,Adventure,2915767
20,1,Adventure,167977596
2.2,1,Comedy,7965
10.4,3,Drama,62076141
1,1,Drama,48125
4.8,1,Adventure,5290
20,40,Fantasy,45431
3.75,10,Comedy,7636
12.4,1,Horror,1133031
46,30,Action,1506249360
18.4,20,Action,153997819
32,1,Drama,251171807
22,5,Adventure,2405420
18.8,3,Drama,3639345
1,3,?,8
17.6,1,Drama,1600000
1,1,Documentary,44
10,3,Adventure,57284237
24.2,20,Drama,53181600
20.2,5.5,Fantasy,108255770
6.75,1,?,200
30,3,Drama,11110975
20.2,1,Drama,645186
7.3333,20,Horror,6833445
1,2,Comedy,33232
1,1,Drama,680000
22,20,Adventure,500188435
21.6,1,Adventure,27187375
20.2,1,Drama,343341
12.4,1,Horror,19613
4.8,1,History,135039
24.2,20,Horror,312242626
9,1,Adventure,2570000
14.4,1,Comedy,4187
14.2,1,Drama,104810
10.4,1,Drama,13769
25,1,Drama,6420
21,1,Drama,1397284
22,1,Animation,20300000
14,1,Comedy,22456509
18,1,Drama,7018189
22,1,Animation,110000000
3.25,3,Adventure,1600000
1,1,Drama,2861020
18,1,Drama,48390
4.8,3,Drama,3485127
18,20,Adventure,652105443
26,3,Adventure,682330139
6,1,Comedy,9800000
2.4,1,Drama,19978961
6.2,1,Comedy,9500000
1.8,3,Drama,12247
1.2,1,Drama,32846
1,1,Drama,8371085
1,1,Fantasy,270000
6.8,1,Animation,378187
2.8,1,Action,2627209
20.5,1,Documentary,2119
16.2,20,Drama,41412709
24,30,Thriller,3324330
7.6,3,Comedy,32230907
26,1,Adventure,349424282
1.2,3,Drama,9
18.2,20,Thriller,3396726
1.4,1,?,1
9,1,Drama,37884
32,1,Drama,208588
1,1,Drama,31307
3.6,1,Animation,460
1,1,?,600
11.4,20,Comedy,70181428
25.6,10,Adventure,243400000
4.2,10,?,28149
2,1,Drama,243000
5,1,Romance,46000000
3.25,1,Horror,190000
1,3,Documentary,52164
24,12.5,Action,188441614
1,5,Drama,154120
17,1,Comedy,59209
1.6,5,Thriller,258384
5,1,Comedy,81350000
14.8,20,Adventure,61279452
7.4,1,Comedy,49263404
2.2,1,Drama,21000000
28,30,Adventure,343471816
1,3,Comedy,12000000
2,2,Drama,562029
1,1,Action,466088
16.4,30,Action,542307423
26,20,Drama,2415472
10.8,1,Comedy,179
1,1,Drama,18000000
1.5,1,Drama,180590
2.8,3,Drama,116000000
3.5,1,Drama,125400
15.5,4.5,Documentary,23578
3.25,3,Drama,4235151
8.6,3,Drama,11294
22.2,8,Drama,52597999
13.2,1,Drama,97
25,1,Drama,523511
8.6,1,Drama,27330000
18.4,1,Action,54418872
17,1,Drama,70918
30,3,Drama,1749201
14.4,1,Thriller,4507463
7,3,Adventure,641
1,20,Drama,16000000
8,1,Animation,17137302
14,5,Comedy,196781193
16.2,1,Horror,17834867
7,8,Music,7972967
30,1,Drama,118483
1,3,Drama,41
1.2,3.0714,Horror,7171
22.2,8,Drama,149295601
16.6,1,Comedy,136621271
14.4,20,Drama,103215094
1,1,Action,44400000
26,20,Comedy,268157400
26.4,3,Action,4811525
