@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_cn numeric

@data
8.8,20,Comedy,0
1,1,Adventure,7.6
6.4,1,Drama,7.7
14.4,1,Fantasy,6.8
19.2,3,Drama,8
5.8,1,Action,6.8
7,1,Fantasy,0
15.25,1,Adventure,0
2.8,1,Comedy,0
3,3,Drama,6.9
2.2,1,Action,0
8.8,3,Adventure,6
4.6,3,Drama,0
3.25,1,Horror,6.5
5.6667,1,Animation,0
5.75,3,Horror,4.7
1,1,Horror,6.2
10.4,5,Comedy,6.7
5,20,Adventure,7.6
8.8,1,Drama,7.3
8.6,1,Documentary,8.8
10.6,30,Documentary,7.4
1,1,Romance,5.9
4.6,8,Adventure,0
1,1,Drama,0
2.8,1,?,0
6,1,Horror,5.5
9.4,1,Adventure,8.4
2.8,1,Horror,6.7
3.6,3,Action,0
14.2,20,Comedy,6.5
8.8,1,Drama,7.2
16.2,3,Drama,7.9
18,1,Comedy,0
13.2,1,Drama,7.4
8.8,1,Comedy,0
7,1,Drama,8.1
16.2,1,Comedy,7.7
16.2,3,Drama,7.6
1,1,Fantasy,0
2.8,1,Action,7.7
7.4,8,Drama,0
4.4,1,Drama,7.4
20,1,Drama,0
1,1,Adventure,8.1
7.6,1,Comedy,0
3.75,5,Drama,8.7
2.4,1,Drama,8.3
6,20,Drama,0
4.8,3,Horror,0
8.6,1,Drama,6.4
1.2,8,Drama,6.3
1,3,Drama,8.7
16,5,Drama,0
2.6,1,Drama,7.3
1.5,1,Drama,6.3
14.2,1,Drama,7.4
7.6,3,Horror,6.5
23,1,Drama,7.1
15.2,20,Drama,7.6
20,1,Drama,0
18.2,1,Drama,6.1
2.75,3,Drama,7.5
22.2,1,Drama,0
12.2,3,Comedy,6.2
11.25,1,Comedy,0
2,1,Horror,5.2
7,1,Adventure,5.9
6.8,8,Drama,7.1
14.2,1,Drama,6.3
7,20,Drama,8.1
2,3,Fantasy,5.5
3.4,3,Adventure,5.5
7,1,Drama,6.6
4.8,5,Action,0
14.2,1,Drama,7.6
1,1,Adventure,7.7
3.2,5,Adventure,7.3
3,1,Comedy,0
14.6,1,Drama,0
12.4,3,Drama,7.2
8.4,1,Drama,7.8
1.4,3,Comedy,6.9
16.2,10,Drama,8
9.2,1,Drama,6.4
1,20,Horror,6.6
8.6,5,Horror,6.1
14.2,20,Drama,7.1
2,1,Drama,7.7
1,1,Drama,7.4
15.25,1,Comedy,6.1
8.6,1,Drama,6.3
12.2,1,Drama,7.3
4.5,3,Adventure,6.6
12.6,1,Drama,8.4
7.4,5,Action,0
2.8,5,Drama,0
3.2,1,Comedy,0
11.25,3,Drama,7.7
14.4,1,Action,6.5
22,20,Drama,7.4
6,1,Comedy,0
8.6,1,Drama,6.3
12.8,8,Adventure,8.1
7,1,Action,0
5.5,3,Fantasy,0
4.8,3,Drama,7.3
6.8,1,Drama,7.4
9,5,Drama,6.4
5.4,20,Comedy,0
14.4,20,Drama,7.6
1,1,Documentary,8.4
24,30,Drama,7.5
18,1,Drama,6.6
15.4,1,Drama,6.9
10,1,Comedy,8.3
5.2,3,Adventure,8.4
8.6,5,Horror,5.5
3.2,1,Comedy,5.6
6.6,1,Drama,5.4
4.25,3,Drama,7.7
19,1,Drama,7.3
10.8,1,Action,0
12.4,1,Drama,8
3.25,30,Comedy,7.1
6.8,1,Drama,6.6
6.4,1,Drama,7.3
8.8,1,Drama,7.7
1,1,Drama,6.2
8.8,1,Drama,6.7
7.2,3,Adventure,0
8.6,1,Drama,6.2
14,1,Comedy,7
3.6,5,Drama,0
28,8,Adventure,6.1
12.4,1,Comedy,5.6
3,1,Drama,7.9
4.8,1,Drama,6.4
1,1,Drama,7.4
5.2,8,Horror,0
3.5,1,Drama,6.9
5,1,Adventure,0
26,30,Adventure,9.2
2.75,1,Horror,4.7
5,1,Horror,5.4
2,1,Horror,7
4.6,1,Western,7.2
1,1,Documentary,8.2
3.4,1,Comedy,5.8
18.2,1,Drama,5.8
5.75,3,Action,6.4
1.8,8,Drama,7.5
1.6,1,Drama,0
22,1,Adventure,0
1,1,Drama,7.2
1,3,Drama,8.2
2.4,3,Drama,0
16.4,1,Drama,7.4
10.6,1,Action,6.1
16.4,1,Action,7.2
28.2,40,Adventure,6.7
9,1,Drama,6.5
34,20,Action,6.1
20.2,3,Action,6.9
14.4,1,Drama,6.2
20,20,Drama,7.3
24.6,1,Drama,7
12.4,1,Action,0
9,1,Drama,0
6.8,2,Drama,6.4
7.6,1,Horror,0
1,1,'Science Fiction',0
6.6,1,Adventure,5.9
3.4,3,Action,8.1
7.3333,1,Drama,8
1.8,1,Drama,0
1,1,Adventure,7.5
4.8,3,Drama,7.9
12.75,1,Drama,6.7
3,1,Fantasy,7.3
12.2,1,Drama,7.7
2.6,1,Drama,8.2
22,1,Drama,7.3
6,3,Drama,0
6.4,1,Fantasy,0
8.6,1,Comedy,0
26,30,Comedy,0
1,1,Horror,7
14.2,1,Drama,9.2
19.6,1,Drama,7.3
25,1,Drama,7.4
5.2,5,Drama,0
1.8,1,Horror,7
3.8,1,Drama,0
22,3,Drama,6.9
3,1,Comedy,0
12.8,1,Horror,6.7
14,20,Drama,0
5.4,1,Drama,7.1
7.6,1,Drama,7.4
1,1,Horror,5.7
1.4,5,Fantasy,7.3
12.6,1,Adventure,5.2
1,5,Drama,7.9
1,3,Action,0
4.8,1,Drama,0
14.2,1,Drama,7.9
1.2,1,Animation,8.6
9,3,Drama,0
13.8,1,Drama,6.9
3,1,Documentary,7.6
6,5,Fantasy,6.5
1.25,1,Horror,0
8.4,1,Horror,0
18.2,1,Action,0
10.4,3,Drama,0
10.8,1,Horror,7.3
16.2,1,Drama,6.2
9.4,20,Drama,7.2
10.4,1,Drama,6.6
8.5,1,Drama,7.6
1,1,Fantasy,6.8
6.6,1,Drama,0
8.4,3,Drama,7
1,1,Animation,9
12.2,1,Drama,0
5.75,5,Drama,0
3.25,20,Drama,7.6
2.8,1,?,0
3.25,10,Horror,0
2.2,8,Horror,4.7
17.6,1,Horror,6.1
1,1,Drama,8.1
5.4,3,Action,0
4.75,3,Action,0
10.4,1,Action,0
6.4,1,Comedy,0
8.4,1,Adventure,7.1
13.6,1,Drama,6.4
6.3333,1,Drama,0
5.6,8,Drama,7
1.2,1,Drama,0
4,3,Horror,0
6.6,3,Fantasy,7.5
7,20,Drama,6.8
8.8,1,Drama,7.7
4.6,3,Drama,0
10.5,1,Drama,0
7.4,1,Action,5.9
3.2,1,Drama,7.5
8.4,1,Drama,7.3
8.4,1,Drama,0
3.2,1,Drama,8.3
20,1,Drama,7.5
5.8,1,Drama,5.8
6.6,1,Thriller,0
24.4,1,Drama,8
5.8,1,Horror,0
1,3,Drama,0
1.8,20,Horror,7
16.6,1,Drama,6.7
10.2,3,Comedy,0
1.25,1,Animation,0
9.4,1,Drama,7.7
1,1,Adventure,6.5
6.6,1,Horror,0
3,1,Animation,6.4
9.4,1,Drama,6.7
1.4,1,Adventure,6.4
1.2,1,Action,0
12.4,1,Drama,7.5
8.25,1,Drama,7.7
5.8,1,Drama,8.7
13.4,1,Action,7.2
20.2,5,Drama,6.8
16,1,Drama,7.4
14.2,1,Fantasy,8.2
18.4,3,Drama,6.8
1,1,Drama,8.8
1.3333,1,?,0
4,1,Comedy,0
10.5,1,Drama,6.1
5.6,8,Drama,0
7,1,Comedy,5.2
1.4,1,Action,6.3
3.2,1,Drama,7.4
7,1,Drama,6.9
1,1,Documentary,8.5
1,1,Comedy,5.1
12.6,3,Fantasy,0
4.6,30,Drama,7.4
3,1,Comedy,0
5,1,Action,0
1,1,Drama,6.9
2,1,Drama,0
1,1,Adventure,8.5
4,20,Drama,7.9
1.2,1,Drama,8.4
6.8,3,Action,0
7.6667,1,Drama,0
15,1,Drama,7.1
10.2,1,Comedy,8.1
1,1,Fantasy,5.1
24,1,Action,7.3
13,10,Drama,8.1
12.2,20,Drama,5.1
12.4,3,Drama,8.3
15,1,Thriller,0
12.8,3,Comedy,0
10.6,1,Drama,6.4
2.8,1,Action,0
10.25,1,Drama,6.7
10.4,3,Adventure,0
11.6,1,Comedy,7
8.8,3,Thriller,6.7
12.6,1,Drama,6.5
26,3,Action,7.3
1.2,20,'Science Fiction',5.9
6.6,3,Horror,5.8
10.4,20,Drama,0
7.6,1,Horror,5.8
9,1,Adventure,0
9,1,Drama,0
16.4,3,Drama,7.9
1.8,3,Drama,8.6
20.5,20,Drama,7.3
7,1,Drama,7.3
5.2,8,Drama,6.4
6.6,1,Action,0
3.25,3,Action,0
5,1,Adventure,0
11.8,20,Action,0
7.4,1,Horror,5.9
1.8,1,Drama,0
16.4,1,Drama,6.2
1.5,1,Comedy,7.3
9.2,1,Drama,6.7
1.25,1,Fantasy,0
16.2,1,Drama,7.3
5,1,Western,7.6
7.8,3,Drama,7.7
11.4,1,Comedy,5.5
4.6,10,Comedy,0
14,1,Drama,7
1.25,1,Drama,7.1
3.3333,1,Documentary,0
15.5,1,History,8.7
1,1,Documentary,0
6.25,1,Drama,8.1
10.4,3,Fantasy,6.3
21,8,Adventure,5.9
14.2,30,Drama,6.1
1.25,1,Drama,6.9
22,20,Comedy,6.8
26,20,Comedy,7
1.6,1,Adventure,6.2
9,1,Adventure,5.8
4.2,1,Fantasy,0
1,1,Animation,0
1,1,Drama,7.8
1,3,Comedy,0
4.5,1,Adventure,6.6
12.6,1,Comedy,7.1
1,8,Drama,7.3
7,1,Drama,7.1
2.8,1,Drama,8
3.3333,10,Horror,6.4
1,1,Comedy,0
1,1,Documentary,8.4
1,1,Comedy,6.1
5.2,5,Drama,0
8.8,10,Comedy,7.2
6.6,3,Comedy,6.2
2.8,1,Drama,8.2
10,3,Comedy,7.7
9.4,1,Drama,6.5
4.6,1,Adventure,6.7
1,1,Adventure,0
1,1,Adventure,0
9.2,1,Action,7.2
9.4,1,Action,7.1
20,3,Drama,7.5
7,1,Drama,0
1.8,1,Drama,6.7
10.8,5,Comedy,0
6.4,3,Drama,7.7
1,3,Drama,7.2
8.6,1,Drama,0
1,1,Animation,0
7,3,Drama,0
1,4.5,Adventure,8.1
23.6,10,Drama,6.4
15.2,1,Drama,6.3
11.4,1,Drama,8.7
14.2,3,Comedy,6.6
1.25,1,Comedy,0
6.2,5,Comedy,7.8
8.6,1,Drama,6.7
2.4,1,Comedy,0
1.4,5,Horror,5.9
8,1,Action,6.7
16.4,8,Action,6.4
8.6,1,Comedy,0
4.6,3,Comedy,0
2.4,1,Fantasy,8.1
6,8,Drama,0
2.8,1,Comedy,7.3
28,1,Adventure,7.6
4.2,1,Fantasy,6.3
13.25,1,Comedy,6.3
6.6,1,Comedy,0
2,20,Adventure,6.9
1,1,Drama,7.8
3.25,3,Comedy,0
6.4,1,Drama,7.8
1.4,10,Adventure,6.2
3.2,20,Fantasy,7.6
8.8,3,Drama,5.1
6,1,Drama,8.5
15.8,1,Drama,7.5
26,1,Comedy,6.6
8.8,1,Comedy,6.2
28.2,1,Adventure,6.4
20,8,Adventure,6.2
1,1,Drama,7.3
3.2,1,Drama,7.3
22.6,3,Fantasy,7.4
1,1,Drama,0
5.2,1,Music,6.9
28,1,Comedy,6.8
1,1,Adventure,6.8
14,1,Drama,6.3
3.8,1,Adventure,0
13,1,Drama,7.6
11.8,8,Comedy,6.2
10.25,1,Adventure,8.1
6.8,1,Fantasy,0
13.2,1,Comedy,6
8.2,3,Comedy,0
1.2,1,Comedy,7.3
1.2,1,Comedy,7
6.8,3,Adventure,0
22,20,Comedy,6
1,3,Comedy,7.1
3,1,Drama,7.3
2.6,20,Adventure,6.8
14.6,20,Drama,7.4
1.6,1,Fantasy,0
2.4,1,Fantasy,0
5.75,1,Comedy,5.4
14.4,1,Horror,0
7,20,Comedy,6.8
1,1,Drama,0
1.8,1,Drama,0
1,1,Drama,6.7
26.2,20,Adventure,6.3
5.8,1,Drama,0
8,8,Comedy,0
1,1,Drama,0
2.8,1,Drama,7
14.8,1,Drama,7.2
2,1,Horror,7.9
8.5,3,Adventure,0
14.2,8,Action,0
8.8,1,Adventure,7.8
5,1,Comedy,0
2,3,Drama,7.4
15,1,Drama,6.9
1.8,1,Drama,6.8
9,3,Drama,7.2
26,1,Adventure,7.4
9,1,Comedy,0
20,20,Horror,6.9
12.4,20,Comedy,7.4
6.6,1,Horror,5.6
24,20,Adventure,7.3
9.2,1,Horror,6.9
24,20,Adventure,6.6
30,30,Adventure,7.5
30,30,Adventure,7.6
30,10,Adventure,7.5
24,5,Adventure,7.1
14.4,1,Adventure,6.8
12,3,'Science Fiction',0
1.2,1,Adventure,6.8
8.8,3,Horror,8
16,10.5,Drama,6.7
1.2,1,Animation,5.5
2.2,1,Action,3.6
1,1,Fantasy,6.3
4.8,5,Adventure,6.9
20,1,Drama,7.2
6.6,1,Horror,0
9.2,20,Adventure,6.9
10.5,1,Drama,8.1
3.75,1,Drama,7.5
3,1,Fantasy,7.1
24,30,Action,8.1
10.2,5.5,Documentary,9
20,1,Documentary,8.8
5.4,1,Action,6.8
10.6,1,Drama,8
2,1,Thriller,0
8.8,1,Comedy,7.6
8.6,1,Comedy,7.6
21,1,Drama,9
1,1,Horror,5
22,3,Drama,7.1
9,3,Drama,7.9
8,5,Drama,9.6
20,1,Drama,7.5
5.5,20,Western,7.2
3.2,1,Drama,7.1
14,1,Adventure,5.2
2.8,1,Adventure,6.8
15.2,8,Drama,7.2
4.8,1,Drama,7.7
2.8,1,Horror,6.9
4.6,3,Fantasy,6.8
7.4,20,Drama,7.7
10,1,Drama,7.5
1.8,1,Action,5.5
8,1,Drama,8
15.5,30,Thriller,6.4
24,1,Action,6.6
8.4,1,Drama,6.5
28,5,Adventure,6.9
7,1,Fantasy,6.9
21.4,1,Comedy,6.6
22.4,1,Drama,6
10,1,Drama,6.8
16.2,30,Drama,8.1
24,3,Action,6.2
1.2,3,Drama,7.7
24,30,Action,6.8
1.8,1,Action,4.8
16.6,1,Drama,6.5
5.2,20,Adventure,6.5
17.75,1,Drama,7.3
18,20,Adventure,5
1.4,1,Adventure,6.2
12.2,1,Drama,0
18.4,3,Drama,6.6
30,1,Fantasy,5.7
11,1,Comedy,7.9
22.4,3,Thriller,6.9
24,30,Animation,7.8
18,1,Drama,6.8
5,1,Horror,5.9
16,1,Drama,6.4
3.2,1,Drama,0
16.2,1,Fantasy,5.7
1,1,Adventure,6.8
14.2,1,Action,0
24,20,Drama,7.3
2.75,3,Comedy,8
19.6,1,Comedy,6.4
22,1,Comedy,6.3
30,1,Adventure,5.9
16.4,1,Fantasy,5.9
7.4,20,Action,6.5
2.8,1,Drama,8.1
19,30,Adventure,7.1
28,1,Drama,7.7
7,1,Drama,6.2
12.2,5,Drama,6.9
26,10,Comedy,7.3
18.2,20,Drama,7.1
8.75,1,Drama,7.3
12.4,1,'Science Fiction',6.5
17,1,Drama,7.1
9,8,Drama,7.7
14.6,1,Action,5.5
22,1,Drama,7.4
18.4,1,Adventure,6.3
15.2,1,Comedy,6.7
10.6,1,Drama,0
1,5,Drama,0
6.6,3,Adventure,7
18.2,1,Drama,7.4
1.4,1,Drama,7.9
13.4,3,Drama,7.6
3.6,10,Drama,8
22,1,Comedy,6
13.6,10.5,Animation,8.1
18.2,1,Comedy,6.8
1.8,1,Comedy,0
13.4,1,Drama,6.8
1,1,Drama,7.6
1.4,1,Drama,7
8.6,1,Drama,7.5
1.25,1,Drama,0
1,1,Action,8.3
3.2,8,Adventure,8.2
4.2,3,Drama,0
12.8,1,Drama,7.3
7,3,Drama,0
3.2,1,Drama,6.4
5.6,20,Drama,8
3,1,Comedy,6.2
24,1,Comedy,6.3
14.2,5,Comedy,0
3.2,1,Thriller,0
10.4,5,Drama,8
24,1,Adventure,7.6
3.8,1,Action,5.6
12.2,1,Comedy,9
8.6,1,Documentary,8.3
20,1,Drama,7.5
9.6,1,Drama,6.3
2,1,Drama,0
2.8,1,Horror,0
2.4,5,Comedy,6
8.6,3,Comedy,8.5
9,1,Drama,6.6
11.5,1,Drama,7.7
1.8,1,Horror,5.5
1.2,1,Horror,6.4
16,1,Drama,0
18.2,1,Animation,8.2
16.5,1,Animation,0
24,1,Drama,7.7
6.2,1,Drama,7.7
2.4,1,Comedy,7.5
28,20,Action,7.5
21,1,Drama,6.4
10.6,30,Adventure,7.4
4.2,1,Drama,6
30,1,Drama,6.3
1,1,Documentary,7.4
3.6,1,Horror,0
14.4,3,Drama,7.7
3.25,1,Horror,5.9
6.6,5,Drama,0
16.2,1,Adventure,6.5
16.2,3,Drama,6.5
22,1,Drama,7.1
1,1,Drama,7.2
8.8,1,Fantasy,0
14.4,3,Drama,8.2
15,1,Drama,0
18.25,1,Thriller,6.6
1.6667,1,?,0
4.25,3,Fantasy,7.3
9.2,20,Drama,0
1.4,1,Action,0
2.25,20,Adventure,0
8.6,10,Drama,8.6
1.25,1,Drama,6
24,1,Drama,7.7
1,1,Documentary,7.7
1,1,Comedy,0
10.2,1,Adventure,6.2
1.6,1,Drama,6.6
1.5,1,Horror,7.6
7,1,Thriller,5.8
26,1,Drama,5.8
1.8,8,Comedy,0
6.8,1,Drama,7.2
20.2,8,Fantasy,5.9
2,1,Comedy,7.2
5.8,15.5,Adventure,4.9
1.75,1,Drama,6
11.4,1,Drama,0
4.8,1,Drama,0
13.8,3,Drama,7.9
10.8,3,Horror,5.9
1,1,Drama,7.4
1.8,1,Drama,0
8.6667,20,Drama,7.4
1,3,Drama,7.6
20,1,Drama,7.8
8.4,1,Adventure,5.1
5.75,30,Drama,6.1
12.25,1,Drama,8
12,30,Drama,6.7
12.2,3,Drama,8.9
2.8,1,Drama,7.8
3.25,1,Drama,0
2.25,8,Drama,8.3
30.25,1,Drama,5.8
24,20,Adventure,8.1
28,1,Drama,7.1
1.25,1,Comedy,6
26,8,Drama,8.5
28,25,Adventure,8.1
5.6,1,Thriller,8.3
11,1,Drama,6.4
1,1,Drama,6.2
20,20,Drama,5.7
18.2,1,Fantasy,5.7
1,1,Adventure,8.1
1,1,Animation,7.7
24,30,Adventure,7.6
22,8,Adventure,6.6
12.6,1,Action,6
12.6,1,Comedy,0
2,3,Drama,7.5
10,20,Drama,7.8
12,1,Drama,0
7.8,1,Drama,7.6
12.2,20,Drama,7.9
16,20,Drama,6.7
11.2,5,Drama,7
17,1,Comedy,6.8
4,1,Comedy,5.4
24,3,Drama,8.3
3.75,1,Documentary,6.9
18.4,3,Drama,6.8
5.75,5,Comedy,4.4
1.2,1,Adventure,0
1,3,Drama,8.4
16.2,1,Drama,7
24.6,3,Animation,6.9
3.2,3,Adventure,0
11.8,1,Drama,7.9
1.25,1,Fantasy,0
18.2,20,Adventure,8.4
14.6,1,Fantasy,5.5
3.6,3,Adventure,0
5.6,8,Drama,0
16.2,5,Adventure,6.1
6,3,Comedy,6.9
1,3,Documentary,8.7
6.2,5,Drama,6.5
8.4,1,Drama,0
20,8,Drama,6.4
10.2,1,Comedy,5.7
14.4,3,Drama,0
14.2,3,Drama,7.5
12.2,1,Drama,7.1
2.4,8,Comedy,0
1.25,1,Drama,5.4
1,1,Drama,2.7
6.8,5,Adventure,8.5
3.25,1,Drama,6.5
6.75,1,Animation,7.6
20.6,1,Fantasy,5.7
12.6,1,Drama,7.6
6.6,3,Action,8.7
4.4,10,Drama,0
1.4,1,Drama,7.8
12.75,1,Drama,7.6
6.75,1,Drama,7.3
6.6,10,Documentary,7.9
18.4,1,Drama,6.2
1,1,Action,5.4
18.4,1,Drama,6
1,3,Fantasy,8.3
20,20,Drama,0
4,1,Action,0
9.2,1,Drama,8.3
5.75,1,Drama,8.4
2.4,1,Horror,5.8
4,1,Adventure,0
4.8,20,Comedy,7.6
9.4,1,Drama,7.8
1,1,Drama,8.3
20,20,Adventure,5.7
10.6,1,Fantasy,6.4
10.75,5,Comedy,6.1
3.2,1,Comedy,7.2
8.8,20,Comedy,0
30,5,Adventure,5.7
5.4,10,Drama,8.3
22,1,Drama,6.7
30,5,Drama,6.6
5.8,20,Drama,7.4
1.2,1,Thriller,5.5
10.4,3,Adventure,6.4
1,8,Adventure,0
6,1,Adventure,8.4
13.25,1,Thriller,6.7
6,3,Drama,0
3.25,1,Drama,7.1
3,3,Action,0
14.4,1,Adventure,7.9
16,1,Comedy,6.2
22,5,Drama,5.2
18.4,30,Horror,7.3
34,1,Adventure,6.5
34,30,Drama,8.5
12,1,Action,6.3
30,20,Adventure,8.1
9.8,1,Horror,5.9
3.2,1,Horror,6.2
10.4,1,Drama,0
7,1,Adventure,0
28,1,Animation,8
7.2,3,Drama,0
16,1,Adventure,6.3
22.2,10.5,Adventure,8.7
20.2,1,Comedy,6.7
32,30,Adventure,6.8
16.2,10,Fantasy,6
12.6,20,Action,7
18.4,3,Action,7.1
15,20,Adventure,6.3
24,1,Action,6.8
38,30,Adventure,8.1
15,8,Thriller,5.7
1,1,Drama,0
26,20,Action,5.7
1,1,Drama,6.2
10.8,20,Fantasy,6.3
1,3,Fantasy,0
10.8,2.125,Animation,8.8
10,1,Drama,5.9
26,3,Drama,8.8
16.6,1,Drama,7.4
14,1,Documentary,8.6
2,1,Comedy,0
5.75,1,Drama,6.8
17,1,Drama,0
2.2,1,?,5.7
16.2,1,Drama,0
13.2,1,Drama,0
22,5,Comedy,6.6
10.4,1,Drama,6.1
1,1,Documentary,7.9
12.8,1,Drama,5.8
18.4,8,Adventure,6.4
1,1,Horror,6.2
22,1,Drama,7.7
4,1,Horror,6
20,1,Animation,0
14.4,20,Adventure,6.1
19.6,3,Drama,7.4
1.2,1,Comedy,0
20.2,1,Comedy,6.6
24,10,Comedy,7.2
15,20,Drama,5.8
22,30,Adventure,6.2
24,30,Adventure,6.5
9.6667,1,Documentary,8.5
28,1,Drama,7.3
22,1,Comedy,5.6
1.2,8,Horror,0
20,1,Drama,6.3
24.2,30,Drama,6.9
2.6,8,Drama,8.7
11,1,Drama,6.3
9.5,1,Thriller,5.6
22.2,1,Drama,7.8
6.6,1,Adventure,0
8,30,Drama,6.2
6.2,20,Drama,6.6
1,1,Drama,6.4
9.3333,1,Drama,0
8.4,10.5,Animation,7.6
1,8,War,6.9
16,1,Drama,7.5
1.5,1,Drama,0
1,1,Drama,8.2
1.8,3,Drama,7.5
10.2,20,Comedy,6.8
15,1,Drama,0
3.6,1,Drama,5.7
6.2,1,Drama,7
7.4,1,Comedy,7.2
36,30,Action,8.4
17,1,Drama,0
24,20,Comedy,7
9,1,Comedy,5.9
2.4,1,Action,8.1
20,1,Documentary,0
3.4,1,Fantasy,8.7
1.8,1,Comedy,6.5
20,3,Drama,7.8
22.2,1,Thriller,7.3
1,1,Drama,0
8.6,5,Drama,6.8
14.6,1,Drama,7.1
10.2,1,Drama,7
18,1,Drama,0
4.5,1,Drama,6.7
9.2,1,Animation,8.1
15.25,5,Drama,7.3
8.8,1,Drama,0
22,1,Comedy,6
8,1,Comedy,0
1,1,Animation,7.8
4.8,1,Horror,6.8
22,1,Comedy,5.8
22,20,Adventure,6.7
25,1,Drama,7.3
22,8,Fantasy,6.6
1.8,1,Thriller,3.7
20.4,1,Drama,7.7
9.2,1,Drama,8.2
14.4,1,Drama,0
3.6,1,Comedy,6.3
13.4,1,Comedy,8.1
1.5,3,Adventure,6.7
10.25,3,Drama,8.2
4.8,3,Drama,0
1,3,Adventure,0
12.4,1,Comedy,0
1,1,Drama,6.8
3,1,Documentary,0
12.4,1,Drama,0
10.2,1,Drama,7.9
22,1,Comedy,6.5
5,30,Comedy,7.8
18.2,1,Action,6.1
1,20,Drama,6.9
5.8,1,Comedy,0
1,1,Comedy,0
1.2,3,Documentary,0
4.8,1,Drama,8.1
10.2,1,Drama,6.8
1,5.5,Adventure,7.2
7,1,Thriller,8.1
1.6667,1,Comedy,0
10.6,1,Drama,7.3
11.4,1,Comedy,7.2
1.3333,1,Comedy,0
2.8,1,Adventure,0
13.8,1,Action,5.2
7,30,Drama,8
1,1,Fantasy,0
28,30,Adventure,7.9
1,1,Drama,8.7
3.3333,1,Action,0
6.4,8,Adventure,6.7
2.6,1,Drama,0
1.2,1,Drama,7.8
18.2,1,Animation,0
9.8,3,Documentary,6.3
1.4,1,Drama,6.7
8.8,1,Family,6.5
6.6,1,Drama,7.6
6.6,1,Drama,5.6
10.2,1,Adventure,7.6
18.6,1,Drama,0
3.25,1,Drama,7.5
12.4,1,Drama,6.8
7.3333,1,Drama,0
1,1,Drama,6.7
1,1,Documentary,9.1
20,1,Comedy,5.5
2.8,1,Comedy,0
17.2,3,Drama,5.9
14.2,1,Fantasy,6.5
12.6,10,Drama,7.8
1,3,Drama,7.7
4.8,1,Drama,7.2
18,1,Drama,6.8
10.8,1,Comedy,6.5
2,1,Comedy,5.5
8.4,1,Adventure,7.6
7.8,1,Comedy,6.1
2.8,20,Drama,8.2
24,8,Comedy,6.9
16.2,1,Drama,7.5
1.75,1,Horror,6.4
16.2,5,Drama,6.6
24.6,1,Action,6.1
1.6,1,Drama,6
1.8,1,Drama,5.8
12.6,1,Drama,7.6
6.8,1,Drama,0
1.2,1,Drama,5.9
2.8,1,Drama,7.7
20,1,Drama,6.1
10.8,20,Action,5.6
24.2,20,Adventure,8.2
2.2,1,Action,6.3
7.2,1,Drama,8.5
8,1,Adventure,0
2.2,1,Action,5.8
9.8,1,Drama,7.9
1.2,1,Drama,7.1
1,1,Horror,0
1.6,8,Drama,7.7
7.4,1,Drama,0
1,1,?,7.9
4.5,20,History,0
1,20,Documentary,0
10.25,3,Drama,7.2
1.25,1,Thriller,0
14.4,1,Animation,5.7
14.4,1,Comedy,6.3
7.8,1,Drama,6.3
24.2,1,Drama,6.8
22,20,Adventure,8.2
26,10,Adventure,5.9
1,1,Drama,0
26,20,Adventure,7
4.8,1,Drama,0
20,30,Drama,8
2.8,1,Comedy,7
1,1,Documentary,8.7
6.6,1,Comedy,6
1,1,Drama,7.4
30,1,Adventure,9
20,1,Documentary,8.3
12,10,Drama,5.7
1.2,3,Comedy,0
4.8,1,Drama,5.9
16,2,Adventure,8
1,1,Comedy,7.8
10.25,1,Drama,7.3
3.75,1,Comedy,0
19,1,Horror,6
20,5,Comedy,7.3
22.6,1,Comedy,6.8
22,1,Adventure,7
12.75,3,Fantasy,6.2
1,1,Drama,6.9
2.8,1,Horror,4.2
16,3,Horror,5.5
6.4,1,Drama,8.3
9,1,Comedy,7.7
2.75,1,Documentary,9.2
1,1,Comedy,0
28,1,Drama,6.9
26,20,Adventure,7.5
34,1,Adventure,5.4
2.8,1,Comedy,5.8
1.2,1,Drama,5.8
1.4,3,Drama,7
3.8,8,Adventure,7.7
13.4,1,Drama,5.6
1,1,Comedy,5.5
12.8,1,Drama,0
20,10,Action,6.8
14.2,1,Drama,6.9
11.2,20,Comedy,5.8
8.8,1,Animation,8
15.6,1,Drama,6.8
18.6,20,Fantasy,8.2
20,1,Drama,7.4
3.25,1,Drama,0
22,1,Drama,8.9
12.2,20,Adventure,8.5
5.75,20,Documentary,7.7
10.2,1,Action,6.2
8.6,1,Drama,0
4,1,Horror,0
21,1,Adventure,6.2
14.2,1,Adventure,6.4
26,40,Drama,6.5
7,1,Drama,0
26,30,Action,6.8
8,10,Adventure,5
